t_sec,x_bin,y_bin,ask_band,N,U,L,n,loss_rate,wilson_95_low,wilson_95_high,resolved_mean_ask,gross_payout_sum,gross_ask_sum,gross_pnl_sum,gross_pnl_mean,fixed_mean_ask_wilson_screen_lower
120,"[1,2)","[0,2)","[0.98,1)",7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296,0.99000000,7,6.93000000,0.07000000,0.01000000,-0.344330435066687400786206839933794738607089448605187126348296
120,"[1,2)","[0,2)",ask=1,0,0,0,0,,,,,0,0,0,,
120,"[1,2)",>=2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[1,2)",>=2,"(0,0.90)",48,1,7,47,0.148936170212765957446808510638297872340425531914893617021277,0.074067199964317219646648378558558176316349762580697075030675,0.276856224235935504356006859323289965531006387997186095307755,0.797659574468085106382978723404255319148936170212765957446809,40,37.49000000,2.51000000,0.0534042553191489361702127659574468085106382978723404255319149,-0.074515798704020610738985582727545284679942558209952052754564
120,"[1,2)",>=2,"[0.90,0.95)",21,0,4,21,0.190476190476190476190476190476190476190476190476190476190476,0.076675650527617916116719757819186510335372431410581805767678,0.400005646902049244340388827183058608607428050054791727028218,0.915714285714285714285714285714285714285714285714285714285714,17,19.23000000,-2.23000000,-0.106190476190476190476190476190476190476190476190476190476190,-0.315719932616334958626103112897344322893142335769077441313932
120,"[1,2)",>=2,"[0.95,0.98)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412,0.964166666666666666666666666666666666666666666666666666666667,12,11.57000000,0.43000000,0.0358333333333333333333333333333333333333333333333333333333333,-0.206660673321907517410203407553990111648035288447402726620079
120,"[1,2)",>=2,"[0.98,1)",10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910,0.98500000,10,9.85000000,0.15000000,0.01500000,-0.262532799862889204526030927043294338473666863904268179277910
120,"[1,2)",>=2,ask=1,0,0,0,0,,,,,0,0,0,,
120,"[2,4)",<-2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[2,4)",<-2,"(0,0.90)",96,1,57,95,0.6,0.499456028552734729556352173499405092058922348523343724019597,0.692771000739370678146302300584974229228927691698495995703801,0.431684210526315789473684210526315789473684210526315789473684,38,41.01000000,-3.01000000,-0.0316842105263157894736842105263157894736842105263157894736842,-0.124455211265686467619986511111290018702611902224811785177485
120,"[2,4)",<-2,"[0.90,0.95)",0,0,0,0,,,,,0,0,0,,
120,"[2,4)",<-2,"[0.95,0.98)",0,0,0,0,,,,,0,0,0,,
120,"[2,4)",<-2,"[0.98,1)",0,0,0,0,,,,,0,0,0,,
120,"[2,4)",<-2,ask=1,0,0,0,0,,,,,0,0,0,,
120,"[2,4)","[-2,0)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[2,4)","[-2,0)","(0,0.90)",332,0,111,332,0.334337349397590361445783132530120481927710843373493975903614,0.285742113179779237044310663956612446736777140466734458157545,0.386722387223879861705673110078210971585164744462875067328587,0.724246987951807228915662650602409638554216867469879518072289,221,240.45000000,-19.45000000,-0.0585843373493975903614457831325301204819277108433734939759036,-0.110969375175687090621335760680620610139381611932754585400876
120,"[2,4)","[-2,0)","[0.90,0.95)",57,0,7,57,0.122807017543859649122807017543859649122807017543859649122807,0.0607806015899808741972461991533995581813252144814108028028145,0.232464484351740078764336647233367992790178862730369232833804,0.920701754385964912280701754385964912280701754385964912280702,50,52.48000000,-2.48000000,-0.0435087719298245614035087719298245614035087719298245614035088,-0.153166238737704991045038401619332905070880617116334145114506
120,"[2,4)","[-2,0)","[0.95,0.98)",17,0,1,17,0.0588235294117647058823529411764705882352941176470588235294118,0.010460400984997586936532462901059298475354490139491428714097,0.269820306375754004601105839025543062567873644002601514473789,0.957647058823529411764705882352941176470588235294117647058824,16,16.28000000,-0.28000000,-0.0164705882352941176470588235294117647058823529411764705882353,-0.227467365199283416365811721378484239038461879296719161532613
120,"[2,4)","[-2,0)","[0.98,1)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196,0.98500000,4,3.94000000,0.06000000,0.01500000,-0.474890836454597301712536589852471046460117866669254129450196
120,"[2,4)","[-2,0)",ask=1,0,0,0,0,,,,,0,0,0,,
120,"[2,4)","[0,2)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[2,4)","[0,2)","(0,0.90)",260,0,55,260,0.211538461538461538461538461538461538461538461538461538461538,0.166280775471232221701693683371934444142439739737243596648727,0.265195988376031235493521318964101771065568010890431596015867,0.806923076923076923076923076923076923076923076923076923076923,205,209.80000000,-4.80000000,-0.0184615384615384615384615384615384615384615384615384615384615,-0.072119065299108158570444395887178694142491087813508519092790
120,"[2,4)","[0,2)","[0.90,0.95)",171,0,17,171,0.0994152046783625730994152046783625730994152046783625730994152,0.0629995145240758471879692390121035812144167306818331305400427,0.153433470398006224706867321633495250960194624681074942934277,0.920760233918128654970760233918128654970760233918128654970760,154,157.45000000,-3.45000000,-0.0201754385964912280701754385964912280701754385964912280701754,-0.074193704316134879677627555551623905930954858599203597905037
120,"[2,4)","[0,2)","[0.95,0.98)",88,0,2,88,0.0227272727272727272727272727272727272727272727272727272727273,0.0062549282638121637991775748022237803157946376342496560810702,0.0791254535526758462787402702947625522160157167078901488832658,0.959659090909090909090909090909090909090909090909090909090909,86,84.45000000,1.55000000,0.0176136363636363636363636363636363636363636363636363636363636,-0.0387845444617667553696493612038534613069248076169810579741748
120,"[2,4)","[0,2)","[0.98,1)",43,0,3,43,0.0697674418604651162790697674418604651162790697674418604651163,0.0240115895772144940050499165025761472886440758634528530275883,0.186089869012419763521672255182812626693887375328829890268104,0.984418604651162790697674418604651162790697674418604651162791,40,42.33000000,-2.33000000,-0.0541860465116279069767441860465116279069767441860465116279070,-0.170508473663582554219346673787463789484585049747434541430895
120,"[2,4)","[0,2)",ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,1.00000000,2,2.00000000,0E-8,0E-8,-0.657619772493346908066213171022805867761678469589830388837810
120,"[2,4)",>=2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[2,4)",>=2,"(0,0.90)",58,0,11,58,0.189655172413793103448275862068965517241379310344827586206897,0.109342516611202666622658312149958180875526290234751106926940,0.308523738704992243379212614404903549114605603164387382861234,0.824310344827586206896551724137931034482758620689655172413793,47,47.81000000,-0.81000000,-0.0139655172413793103448275862068965517241379310344827586206897,-0.132834083532578450275764338542834583597364223854042555275027
120,"[2,4)",>=2,"[0.90,0.95)",51,0,4,51,0.0784313725490196078431372549019607843137254901960784313725490,0.0309221967884891939778646430974016008259684799482203454354530,0.184999463125958873312811935653102348274167107903380556166279,0.921568627450980392156862745098039215686274509803921568627451,47,47.00000000,0E-8,0E-8,-0.106568090576939265469674680751141563960441617707302124793730
120,"[2,4)",>=2,"[0.95,0.98)",40,0,1,40,0.025,0.0044268315026814024331593102211685406100739576634491517407483,0.128813689634740900470668942621064723090364463171793286366078,0.95975000,39,38.39000000,0.61000000,0.01525000,-0.088563689634740900470668942621064723090364463171793286366078
120,"[2,4)",>=2,"[0.98,1)",15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588,0.983333333333333333333333333333333333333333333333333333333333,15,14.75000000,0.25000000,0.0166666666666666666666666666666666666666666666666666666666667,-0.187216634369181922239446858366336180295747476453451117956921
120,"[2,4)",>=2,ask=1,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,1.00000000,1,1.00000000,0E-8,0E-8,-0.793450685622762572644686990659235135454905747938657255997644
120,"[4,8)",<-2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[4,8)",<-2,"(0,0.90)",151,2,58,149,0.389261744966442953020134228187919463087248322147651006711409,0.314695541678966066242723004258530912552744860448187260385706,0.469394454225130006288968403432331545099479898239957757714718,0.637114093959731543624161073825503355704697986577181208053691,91,94.93000000,-3.93000000,-0.0263758389261744966442953020134228187919463087248322147651007,-0.106508548184861549913129477257834900804177884817138965768409
120,"[4,8)",<-2,"[0.90,0.95)",7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296,0.918571428571428571428571428571428571428571428571428571428571,7,6.43000000,0.57000000,0.0814285714285714285714285714285714285714285714285714285714286,-0.272901863638115972214778268505223310035660877176615697776867
120,"[4,8)",<-2,"[0.95,0.98)",1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.96000000,1,0.96000000,0.04000000,0.04000000,-0.753450685622762572644686990659235135454905747938657255997644
120,"[4,8)",<-2,"[0.98,1)",0,0,0,0,,,,,0,0,0,,
120,"[4,8)",<-2,ask=1,0,0,0,0,,,,,0,0,0,,
120,"[4,8)","[-2,0)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[4,8)","[-2,0)","(0,0.90)",209,0,49,209,0.234449760765550239234449760765550239234449760765550239234450,0.182125439411600192265437196143098876579721239578293725653480,0.296359623531373281261337232959947414902380157112396087687412,0.799617224880382775119617224880382775119617224880382775119617,160,167.12000000,-7.12000000,-0.0340669856459330143540669856459330143540669856459330143540670,-0.095976848411756056380954457840330190021997381992778862807029
120,"[4,8)","[-2,0)","[0.90,0.95)",95,0,5,95,0.0526315789473684210526315789473684210526315789473684210526316,0.0226881130491495538133208101903197620137509793542676004510981,0.117348861170378885411646016274299063803761998600659969207402,0.920947368421052631578947368421052631578947368421052631578947,90,87.49000000,2.51000000,0.0264210526315789473684210526315789473684210526315789473684211,-0.038296229591431516990593384695351695382709367021712600786349
120,"[4,8)","[-2,0)","[0.95,0.98)",64,0,4,64,0.0625,0.0245712013966180149804994161273043951920152096753521458595959,0.149974850922086653027785243538526082885584678940722507320379,0.959484375,60,61.40700000,-1.40700000,-0.021984375,-0.109459225922086653027785243538526082885584678940722507320379
120,"[4,8)","[-2,0)","[0.98,1)",34,0,1,34,0.0294117647058823529411764705882352941176470588235294117647059,0.0052109062762689467848135449595330974406244776182452421405567,0.149155732926859303181089978316249360241694589073754873032685,0.982647058823529411764705882352941176470588235294117647058824,33,33.41000000,-0.41000000,-0.0120588235294117647058823529411764705882352941176470588235294,-0.131802791750388714945795860669190536712282824367872520091509
120,"[4,8)","[-2,0)",ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,1.00000000,2,2.00000000,0E-8,0E-8,-0.657619772493346908066213171022805867761678469589830388837810
120,"[4,8)","[0,2)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[4,8)","[0,2)","(0,0.90)",110,1,23,109,0.211009174311926605504587155963302752293577981651376146788991,0.144923575641338250967788800657355125245549100714792353947154,0.296770987169060674192065814823339527377934510609882981235730,0.810917431192660550458715596330275229357798165137614678899083,86,88.39000000,-2.39000000,-0.0219266055045871559633027522935779816513761467889908256880734,-0.107688418361721224650781411153614756735732675747497660134813
120,"[4,8)","[0,2)","[0.90,0.95)",148,0,11,148,0.0743243243243243243243243243243243243243243243243243243243243,0.0420057031155149807179952620109862856921744813327483537433298,0.128181405342193354558695698324071212146633577608317826560261,0.924594594594594594594594594594594594594594594594594594594595,137,136.84000000,0.16000000,0.00108108108108108108108108108108108108108108108108108108108108,-0.052775999936787949153290292918665806741228172202912421154856
120,"[4,8)","[0,2)","[0.95,0.98)",163,0,3,163,0.0184049079754601226993865030674846625766871165644171779141104,0.0062787506964944158555074994034583322447536994253169616483366,0.0527081395540327088380612147012651128220043785305042361892604,0.961595092024539877300613496932515337423312883435582822085890,160,156.74000000,3.26000000,0.02000000,-0.0143032315785725861386747116337804502453172619660870582751504
120,"[4,8)","[0,2)","[0.98,1)",159,0,2,159,0.0125786163522012578616352201257861635220125786163522012578616,0.0034563155197396587073655430825375456514008104314404496004177,0.0446976305176046177422790707652440455406399338800490640621761,0.985471698113207547169811320754716981132075471698113207547170,157,156.69000000,0.31000000,0.00194968553459119496855345911949685534591194968553459119496855,-0.0301693286308121649120903915199610266727154055781622716093461
120,"[4,8)","[0,2)",ask=1,21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985,1.00000000,21,21.00000000,0E-8,0E-8,-0.154639018924846951507636945003626730599908470059449552977985
120,"[4,8)",>=2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[4,8)",>=2,"(0,0.90)",42,0,5,42,0.119047619047619047619047619047619047619047619047619047619048,0.0519380332775823751837759156723901944092901262036193278007873,0.250003902620096798593053949452166081517877131228768717146227,0.845952380952380952380952380952380952380952380952380952380952,37,35.53000000,1.47000000,0.03500000,-0.095956283572477750974006330404547033898829512181149669527179
120,"[4,8)",>=2,"[0.90,0.95)",59,3,5,56,0.0892857142857142857142857142857142857142857142857142857142857,0.0387421484495869090527125098955454826148761479213084624202081,0.192560013855111604872794145039509270336140059401757284170676,0.923214285714285714285714285714285714285714285714285714285714,51,51.70000000,-0.70000000,-0.01250000,-0.115774299569397319158508430753794984621854345116042998456390
120,"[4,8)",>=2,"[0.95,0.98)",79,0,3,79,0.0379746835443037974683544303797468354430379746835443037974684,0.0129980868894358713527061926384522582805548318053558072569342,0.105800627676847087221600200640084569768027073043924511298182,0.962405063291139240506329113924050632911392405063291139240506,76,76.03000000,-0.03000000,-0.000379746835443037974683544303797468354430379746835443037974684,-0.068205690967986327727929314564135202679419478107215650538688
120,"[4,8)",>=2,"[0.98,1)",64,0,1,64,0.015625,0.0027635419233375083296778723103551377311351588103324322798294,0.0833410160009426598223515723196714629976361464431787908837144,0.98484375,63,63.03000000,-0.03000000,-0.00046875,-0.0681847660009426598223515723196714629976361464431787908837144
120,"[4,8)",>=2,ask=1,22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614,1.00000000,22,22.00000000,0E-8,0E-8,-0.148654874608620875261529651123205956231015521669584153863614
120,"[8,infinity)",<-2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[8,infinity)",<-2,"(0,0.90)",101,2,23,99,0.232323232323232323232323232323232323232323232323232323232323,0.160091135991762245561729764261104030067652062586235329379514,0.324552502792024133173047449102117563101039218360573882408128,0.742323232323232323232323232323232323232323232323232323232323,76,73.49000000,2.51000000,0.0253535353535353535353535353535353535353535353535353535353535,-0.066875735115256456405370681425349886333362450683806205640451
120,"[8,infinity)",<-2,"[0.90,0.95)",63,0,4,63,0.0634920634920634920634920634920634920634920634920634920634921,0.0249656180133940808596879662229631470865490116805193202330938,0.152191778453063765535315962199718909387825578686540334363081,0.921269841269841269841269841269841269841269841269841269841270,59,58.04000000,0.96000000,0.0152380952380952380952380952380952380952380952380952380952381,-0.073461619722905035376585803469560179229095419956381604204351
120,"[8,infinity)",<-2,"[0.95,0.98)",45,0,1,45,0.0222222222222222222222222222222222222222222222222222222222222,0.0039335988828334241003541137294427786947992694953359655362102,0.115666817684148786112255917786296751531581779074925282833291,0.961111111111111111111111111111111111111111111111111111111111,44,43.25000000,0.75000000,0.0166666666666666666666666666666666666666666666666666666666667,-0.076777928795259897223367028897407862642692890186036393944402
120,"[8,infinity)",<-2,"[0.98,1)",35,1,1,34,0.0294117647058823529411764705882352941176470588235294117647059,0.0052109062762689467848135449595330974406244776182452421405567,0.149155732926859303181089978316249360241694589073754873032685,0.989088235294117647058823529411764705882352941176470588235294,33,33.62900000,-0.62900000,-0.01850000,-0.138243968220976950239913507728014066124047530250225461267979
120,"[8,infinity)",<-2,ask=1,16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717,1.00000000,16,16.00000000,0E-8,0E-8,-0.193607680534436484397123030315166534447518308110879063675717
120,"[8,infinity)","[-2,0)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[8,infinity)","[-2,0)","(0,0.90)",31,0,3,31,0.0967741935483870967741935483870967741935483870967741935483871,0.033464644163197389148184255619828959110743648739070539136776,0.248999384433928374983389741165239285973330834602677092782202,0.841612903225806451612903225806451612903225806451612903225806,28,26.09000000,1.91000000,0.0616129032258064516129032258064516129032258064516129032258065,-0.090612287659734826596292966971690898876556641054289996008008
120,"[8,infinity)","[-2,0)","[0.90,0.95)",54,1,2,53,0.0377358490566037735849056603773584905660377358490566037735849,0.0104102872758268455072011597121791470698503602401991254326645,0.127542871974183555503339540662997435359945592017755808887051,0.925660377358490566037735849056603773584905660377358490566038,51,49.06000000,1.94000000,0.0366037735849056603773584905660377358490566037735849056603774,-0.053203249332674121541075389719601208944851252395114299453089
120,"[8,infinity)","[-2,0)","[0.95,0.98)",76,2,2,74,0.0270270270270270270270270270270270270270270270270270270270270,0.0074433526382672142735563823309368671761192605471466322569941,0.0932929251691250067288970974761818481933560868372005771829925,0.961756756756756756756756756756756756756756756756756756756757,72,71.17000000,0.83000000,0.0112162162162162162162162162162162162162162162162162162162162,-0.0550496819258817634856538542329386049501128435939573339397495
120,"[8,infinity)","[-2,0)","[0.98,1)",70,0,1,70,0.0142857142857142857142857142857142857142857142857142857142857,0.0025262464578903093719381589301053799264191509893796919163491,0.0765818713120832675138010767071428445531193220594770073852843,0.986485714285714285714285714285714285714285714285714285714286,69,69.05400000,-0.05400000,-0.000771428571428571428571428571428571428571428571428571428571429,-0.0630675855977975532280867909928571302674050363451912930995703
120,"[8,infinity)","[-2,0)",ask=1,44,0,0,44,0,0,0.0802956037584806626166952308778981439265432201360044951705709,1.00000000,44,44.00000000,0E-8,0E-8,-0.0802956037584806626166952308778981439265432201360044951705709
120,"[8,infinity)","[0,2)",ask=0,0,0,0,0,,,,,0,0,0,,
120,"[8,infinity)","[0,2)","(0,0.90)",29,0,4,29,0.137931034482758620689655172413793103448275862068965517241379,0.054974399641119632646680646866173541042522301419074327918151,0.305589937203520215241353249336822945169602656899898019060917,0.830689655172413793103448275862068965517241379310344827586207,25,24.09000000,0.91000000,0.0313793103448275862068965517241379310344827586206896551724138,-0.136279592375934008344801525198891910686844036210242846647124
120,"[8,infinity)","[0,2)","[0.90,0.95)",38,1,1,37,0.0270270270270270270270270270270270270270270270270270270270270,0.0047869744519404384993296166885468603602007934337578545816106,0.138240698637305151443469830045507456849646351121924898671456,0.929189189189189189189189189189189189189189189189189189189189,36,34.38000000,1.62000000,0.0437837837837837837837837837837837837837837837837837837837838,-0.067429887826494340632659019234696646038835540311114087860645
120,"[8,infinity)","[0,2)","[0.95,0.98)",70,1,1,69,0.0144927536231884057971014492753623188405797101449275362318841,0.0025629246445884669875795259082180627087176604343799674346941,0.0776312246114472630839370620856753805435217557197008803006097,0.963913043478260869565217391304347826086956521739130434782609,68,66.51000000,1.49000000,0.0215942028985507246376811594202898550724637681159420289855072,-0.0415442680897081326491544533900232066304782774588313150832187
120,"[8,infinity)","[0,2)","[0.98,1)",145,1,2,144,0.0138888888888888888888888888888888888888888888888888888888889,0.0038171346628682660876690291051112359761215834860306272876243,0.0492225125595285677271424130169073707109746701890525195000253,0.986805555555555555555555555555555555555555555555555555555556,142,142.10000000,-0.10000000,-0.000694444444444444444444444444444444444444444444444444444444444,-0.0360280681150841232826979685724629262665302257446080750555813
120,"[8,infinity)","[0,2)",ask=1,147,0,1,147,0.00680272108843537414965986394557823129251700680272108843537415,0.0012018583516737808264839389532453100986072790178955776284708,0.0375239592475705465801126010598266924936458257296285688553908,1.00000000,146,147.00000000,-1.00000000,-0.00680272108843537414965986394557823129251700680272108843537415,-0.0375239592475705465801126010598266924936458257296285688553908
120,"[8,infinity)",>=2,ask=0,0,0,0,0,,,,,0,0,0,,
120,"[8,infinity)",>=2,"(0,0.90)",13,0,1,13,0.0769230769230769230769230769230769230769230769230769230769231,0.013710421242556579808253714622779269798387965952631085614768,0.333139509210995888336178628920920688594076149776242235244574,0.859230769230769230769230769230769230769230769230769230769231,12,11.17000000,0.83000000,0.0638461538461538461538461538461538461538461538461538461538462,-0.192370278441765119105409398151689919363306919007011466013805
120,"[8,infinity)",>=2,"[0.90,0.95)",34,1,2,33,0.0606060606060606060606060606060606060606060606060606060606061,0.0167808830871918781743903978907815694008796926141472372517821,0.196062448086478110347403376044100241216504207905482256217840,0.926363636363636363636363636363636363636363636363636363636364,31,30.57000000,0.43000000,0.0130303030303030303030303030303030303030303030303030303030303,-0.122426084450114473983767012407736604852867844269118619854204
120,"[8,infinity)",>=2,"[0.95,0.98)",76,0,6,76,0.0789473684210526315789473684210526315789473684210526315789474,0.0366840052334717595637095560927299993038314813059030524392931,0.161727434821380718735800340982825454741387848624439781450168,0.962631578947368421052631578947368421052631578947368421052632,70,73.16000000,-3.16000000,-0.0415789473684210526315789473684210526315789473684210526315789,-0.124359013768749139788431919930193875794019427571808202502800
120,"[8,infinity)",>=2,"[0.98,1)",142,1,3,141,0.0212765957446808510638297872340425531914893617021276595744681,0.0072619438765341362326274069083524875525749476809921991981397,0.0606844776855223299621719861962723498927561335147923388305535,0.987617021276595744680851063829787234042553191489361702127660,138,139.25400000,-1.25400000,-0.00889361702127659574468085106382978723404255319148936170212766,-0.0483014989621180746430230500260595839353093250041540409582135
120,"[8,infinity)",>=2,ask=1,260,2,0,258,0,0,0.0146709342286574630396614742311364432649534745658907934732558,1.00000000,258,258.00000000,0E-8,0E-8,-0.0146709342286574630396614742311364432649534745658907934732558
90,"[0,1)",<-2,ask=0,0,0,0,0,,,,,0,0,0,,
90,"[0,1)",<-2,"(0,0.90)",71,0,61,71,0.859154929577464788732394366197183098591549295774647887323944,0.759782507165241986508132943034933818247705910242493935133007,0.921657977876428331635819897615623413499180259220751057125661,0.189577464788732394366197183098591549295774647887323943661972,10,13.46000000,-3.46000000,-0.0487323943661971830985915492957746478873239436619718309859155,-0.111235442665160726002017080714214962794954907108075000787633
90,"[0,1)",<-2,"[0.90,0.95)",0,0,0,0,,,,,0,0,0,,
90,"[0,1)",<-2,"[0.95,0.98)",0,0,0,0,,,,,0,0,0,,
90,"[0,1)",<-2,"[0.98,1)",0,0,0,0,,,,,0,0,0,,
90,"[0,1)",<-2,ask=1,0,0,0,0,,,,,0,0,0,,
90,"[0,1)","[-2,0)",ask=0,0,0,0,0,,,,,0,0,0,,
90,"[0,1)","[-2,0)","(0,0.90)",390,1,206,389,0.529562982005141388174807197943444730077120822622107969151671,0.479916022965780227652435483304531203864719170295595209249730,0.578631768983281755295469724461010888217971368817881649181768,0.494910025706940874035989717223650385604113110539845758354756,183,192.52000000,-9.52000000,-0.0244730077120822622107969151670951156812339331619537275064267,-0.073541794690222629331459441684661273822084479357727407536524
90,"[0,1)","[-2,0)","[0.90,0.95)",11,0,2,11,0.181818181818181818181818181818181818181818181818181818181818,0.051367689746085094133963649924377303658571388552538605220008,0.476980561960844163535145158696847971365613942692265986609726,0.929090909090909090909090909090909090909090909090909090909091,9,10.22000000,-1.22000000,-0.110909090909090909090909090909090909090909090909090909090909,-0.406071471051753254444236067787757062274704851783175077518817
90,"[0,1)","[-2,0)","[0.95,0.98)",7,0,1,7,0.142857142857142857142857142857142857142857142857142857142857,0.025679624344743560607128914884008804252331158419792918804746,0.513127829274318868525875970782987437609875590583912171444036,0.961428571428571428571428571428571428571428571428571428571429,6,6.73000000,-0.73000000,-0.104285714285714285714285714285714285714285714285714285714286,-0.474556400702890297097304542211558866181304162012483600015465
90,"[0,1)","[-2,0)","[0.98,1)",2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.98000000,2,1.96000000,0.04000000,0.02000000,-0.637619772493346908066213171022805867761678469589830388837810
90,"[0,1)","[-2,0)",ask=1,0,0,0,0,,,,,0,0,0,,
90,"[0,1)","[0,2)",ask=0,0,0,0,0,,,,,0,0,0,,
90,"[0,1)","[0,2)","(0,0.90)",337,1,94,336,0.279761904761904761904761904761904761904761904761904761904762,0.234461924473340467750320461070417837075393691044566261851554,0.330040886591606129872588853948299185269379770490300338636122,0.702470238095238095238095238095238095238095238095238095238095,242,236.03000000,5.97000000,0.0177678571428571428571428571428571428571428571428571428571429,-0.032511124686844225110684092043537280507475008585538433874217
90,"[0,1)","[0,2)","[0.90,0.95)",39,0,2,39,0.0512820512820512820512820512820512820512820512820512820512821,0.0141779554152741156211825868628303160488089301413090225634850,0.168856400476136127126715634541636202838101040659380597598789,0.924102564102564102564102564102564102564102564102564102564103,37,36.04000000,0.96000000,0.0246153846153846153846153846153846153846153846153846153846154,-0.092958964578700229690818198644200305402203604761944700162892
90,"[0,1)","[0,2)","[0.95,0.98)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614,0.961818181818181818181818181818181818181818181818181818181818,22,21.16000000,0.84000000,0.0381818181818181818181818181818181818181818181818181818181818,-0.110473056426802693443347832941387774412833703487765972045432
90,"[0,1)","[0,2)","[0.98,1)",9,0,1,9,0.111111111111111111111111111111111111111111111111111111111111,0.019890887638544909123336039549747145430433888416815277180683,0.434999705576656016633305779504184793145793726478044666290525,0.985555555555555555555555555555555555555555555555555555555556,8,8.87000000,-0.87000000,-0.0966666666666666666666666666666666666666666666666666666666667,-0.420555261132211572188861335059740348701349282033600221846081
90,"[0,1)","[0,2)",ask=1,0,0,0,0,,,,,0,0,0,,
90,"[0,1)",>=2,ask=0,0,0,0,0,,,,,0,0,0,,
90,"[0,1)",>=2,"(0,0.90)",37,1,5,36,0.138888888888888888888888888888888888888888888888888888888889,0.060818150091328379597447917597949445963851973351839610639448,0.286595303893562042624617623085738887480415941082495040800234,0.803888888888888888888888888888888888888888888888888888888889,31,28.94000000,2.06000000,0.0572222222222222222222222222222222222222222222222222222222222,-0.090484192782450931513506511974627776369304829971383929689123
90,"[0,1)",>=2,"[0.90,0.95)",22,1,2,21,0.0952380952380952380952380952380952380952380952380952380952381,0.026518767438074516559365149362529860371980708722242404452705,0.289141390739182539423007615640406064399373767040169138434235,0.920952380952380952380952380952380952380952380952380952380952,19,19.34000000,-0.34000000,-0.0161904761904761904761904761904761904761904761904761904761905,-0.210093771691563491803959996592787016780326147992550090815187
90,"[0,1)",>=2,"[0.95,0.98)",14,0,1,14,0.0714285714285714285714285714285714285714285714285714285714286,0.012722215247890934509444161201882906109675297161938508881200,0.314687044241511181061484465394640207399371805737146133212574,0.959285714285714285714285714285714285714285714285714285714286,13,13.43000000,-0.43000000,-0.0307142857142857142857142857142857142857142857142857142857143,-0.273972758527225466775770179680354493113657520022860418926860
90,"[0,1)",>=2,"[0.98,1)",5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326,0.98600000,5,4.93000000,0.07000000,0.01400000,-0.420482464783174761084782871525556271809021898883564142795326
90,"[0,1)",>=2,ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,1.00000000,2,2.00000000,0E-8,0E-8,-0.657619772493346908066213171022805867761678469589830388837810
90,"[1,2)",<-2,ask=0,0,0,0,0,,,,,0,0,0,,
90,"[1,2)",<-2,"(0,0.90)",71,1,54,70,0.771428571428571428571428571428571428571428571428571428571429,0.660496684060150909894479755201041020143113455915462678842031,0.854119367774275620669371848413437913235967985616058577430589,0.271571428571428571428571428571428571428571428571428571428571,16,19.01000000,-3.01000000,-0.04300000,-0.125690796345704192097943276984866484664539414187487148859160
90,"[1,2)",<-2,"[0.90,0.95)",0,0,0,0,,,,,0,0,0,,
90,"[1,2)",<-2,"[0.95,0.98)",0,0,0,0,,,,,0,0,0,,
90,"[1,2)",<-2,"[0.98,1)",0,0,0,0,,,,,0,0,0,,
90,"[1,2)",<-2,ask=1,0,0,0,0,,,,,0,0,0,,
90,"[1,2)","[-2,0)",ask=0,0,0,0,0,,,,,0,0,0,,
90,"[1,2)","[-2,0)","(0,0.90)",223,1,82,222,0.369369369369369369369369369369369369369369369369369369369369,0.308606697641112541189374841727891040648875037470921034596932,0.434575974385245313244890208124032960192635793361724790116608,0.636261261261261261261261261261261261261261261261261261261261,140,141.25000000,-1.25000000,-0.00563063063063063063063063063063063063063063063063063063063063,-0.070837235646506574506151469385294221453897054622986051377869
