snapshot_ms,transaction_read_only,transaction_isolation,statement_timeout,sample_rows,missing_source_clock_rows,first_sample_ms,last_sample_ms,first_provider_event_ms,last_provider_event_ms,sampler_key_differs_from_provider_second_rows,repeated_cached_state_adjacent_rows,repeated_cached_state_consecutive_second_rows,sampler_minus_receipt_ms_p10_p50_p90_p99,sampler_minus_receipt_ms_min,sampler_minus_receipt_ms_max,sampler_minus_provider_ms_p10_p50_p90_p99,receipt_minus_provider_ms_p10_p50_p90_p99
1789315728563,on,repeatable read,20s,604756,0,1788220800000,1788825600000,1788220799017,1788825599016,603313,3551,3551,"{944,948,955,992}",0,9956,"{983,984,985,986}","{30,36,40,49}"
