t_sec,x_bin,y_bin,full_N,full_U,full_L,full_resolved,full_loss_rate,full_wilson_95_low,full_wilson_95_high,matched_N,matched_U,matched_L,matched_resolved,matched_loss_rate,matched_wilson_95_low,matched_wilson_95_high,matched_ask_eq_0_N,matched_ask_eq_1_N,median_bid,median_ask,ask_available_N,bid_available_N,ask_only_N,bid_only_N,paired_quote_N,crossed_quote_N,neither_available_N,ask_available_eq_0_N,ask_available_eq_1_N,excluded_no_quote_row_N,excluded_token_mismatch_N,excluded_quote_sample_stale_N,excluded_quote_received_stale_N,excluded_ask_price_missing_N,excluded_ask_price_invalid_N,excluded_ask_source_clock_missing_or_invalid_N,excluded_ask_source_age_N,excluded_ask_received_clock_missing_or_invalid_N,excluded_ask_received_age_N,excluded_bid_price_missing_N,excluded_bid_price_invalid_N,excluded_bid_source_clock_missing_or_invalid_N,excluded_bid_source_age_N,excluded_bid_received_clock_missing_or_invalid_N,excluded_bid_received_age_N,excluded_crossed_quote_N
60,"[0,1)",>=2,91,0,6,91,0.0659340659340659340659340659340659340659340659340659340659341,0.0305662864716154794942349571051068828857005336877255451462319,0.136464661994115687673736546084826320774572399477654633287366,60,0,4,60,0.0666666666666666666666666666666666666666666666666666666666667,0.0262286987245062026784122294324650238956524006538517753538919,0.159253573131971671375516809376252744500410978572770730569222,0,6,0.94500000,0.95500000,60,60,0,0,60,0,31,0,6,0,0,1,6,0,0,0,31,0,6,0,0,0,31,0,6,0
60,"[1,2)",<-2,100,1,80,99,0.808080808080808080808080808080808080808080808080808080808081,0.719596393856990869577766139009011720047559164516601356595527,0.873549606788085185085980841837091729324324455525750305309265,64,1,52,63,0.825396825396825396825396825396825396825396825396825396825397,0.713785724792410303013459825321317111865395698189659763967118,0.899606034205321120582991791672683536944615970809441220788458,0,0,0.15000000,0.17000000,64,64,0,0,64,0,36,0,0,2,2,0,0,2,0,2,34,2,0,2,0,2,34,2,0,0
60,"[1,2)","[-2,0)",347,1,97,346,0.280346820809248554913294797687861271676300578034682080924855,0.235629397974602173884104166415447674189279277023038836220326,0.329888078106169404683186748929594860980817448985277531751170,250,1,64,249,0.257028112449799196787148594377510040160642570281124497991968,0.206729043936158634208911374036895450180379325440711873995019,0.314710198803661359851512074750722045741518210085262860712479,0,0,0.80000000,0.81500000,250,250,0,0,250,0,97,0,0,4,4,5,17,4,0,4,93,4,17,4,0,4,93,4,17,0
60,"[1,2)","[0,2)",397,0,23,397,0.0579345088161209068010075566750629722921914357682619647355164,0.0389117020538386053983371808953434728276980245402852293782456,0.0854303731579707339792147817407968214036409394324932972709854,325,0,16,325,0.0492307692307692307692307692307692307692307692307692307692308,0.0305274251998313285768347372936587001378238555363963314117553,0.0784657016073248001229742707780704212740177742857097308442209,0,22,0.95000000,0.97000000,325,325,0,0,325,0,72,0,22,14,14,1,8,14,0,14,58,14,8,14,0,14,58,14,8,0
60,"[1,2)",>=2,91,0,5,91,0.0549450549450549450549450549450549450549450549450549450549451,0.0236950997034267737361463274487270721081000005375063833619148,0.122248024672829233106963694809305706328382373973832786930761,68,0,4,68,0.0588235294117647058823529411764705882352941176470588235294118,0.0231107655396357694343865918006756699719035110954363437636058,0.141716884331014700144516091062085327934702883224286446103115,0,10,0.97000000,0.98000000,68,68,0,0,68,0,23,0,10,1,1,2,7,1,0,1,22,1,7,1,0,1,22,1,7,0
60,"[2,4)",<-2,171,1,108,170,0.635294117647058823529411764705882352941176470588235294117647,0.560688638164710298654612555444270106456145223587834384508376,0.703920277982535872543766696833975487003783876348919757765206,100,0,65,100,0.65,0.552544432968879614551215711184839365737294247466798142430852,0.736357517569024682616439227994699620092436254380291088231812,0,0,0.36000000,0.37000000,100,100,0,0,100,0,71,0,0,3,3,3,9,3,0,3,68,3,9,3,0,3,68,3,9,0
60,"[2,4)","[-2,0)",467,1,50,466,0.107296137339055793991416309012875536480686695278969957081545,0.0823387830905147648657747474475071886603228180408887745027397,0.138675043746599672571485945155958080482253790974066842432210,381,1,40,380,0.105263157894736842105263157894736842105263157894736842105263,0.0782591474616851499297762782078772967431063516561629378968017,0.140168166456636074650277767301711910786774258785150783936774,0,26,0.94000000,0.95000000,381,381,0,0,381,0,86,0,26,3,3,2,13,3,0,3,83,3,13,3,0,3,83,3,13,0
60,"[2,4)","[0,2)",677,0,29,677,0.0428360413589364844903988183161004431314623338257016248153619,0.0299885111363969803199788902853427911243881264562194796828462,0.0608424128907789900870804190844753069388389080692465575607378,580,0,24,580,0.0413793103448275862068965517241379310344827586206896551724138,0.0279621411569189802341592763086738344463364731949429351678951,0.0608315853547424018991836473126337598773933857049334099500765,0,164,0.98000000,0.99000000,580,580,0,0,580,0,97,0,164,20,20,2,17,20,0,20,77,20,17,20,0,20,77,20,17,0
60,"[2,4)",>=2,217,3,2,214,0.00934579439252336448598130841121495327102803738317757009345794,0.0025667066674903927957892865640882950613831045416888830361807,0.0334294662517721903463726334532561360978627169983546396706045,173,3,2,170,0.0117647058823529411764705882352941176470588235294117647058824,0.0032322581446411114018625186168912832957452310463674208984334,0.0418746966283400968822471362050920098705975822253458917664868,0,91,0.99000000,1.00000000,173,173,0,0,173,0,44,0,91,1,1,2,7,1,0,1,43,1,7,1,0,1,43,1,7,0
60,"[4,8)",<-2,247,0,80,247,0.323886639676113360323886639676113360323886639676113360323887,0.268610767429364679022916882530457630099280093647265669113086,0.384556614035319250546976763526991068059274822690006600714540,150,0,43,150,0.286666666666666666666666666666666666666666666666666666666667,0.220338126872052678715323365658304448667814278317764672729560,0.363649177391660002237003028489134407356428302829529634663848,0,2,0.80500000,0.82000000,150,150,0,0,150,0,97,0,2,3,3,2,11,3,0,3,94,3,11,3,0,3,94,3,11,0
60,"[4,8)","[-2,0)",511,2,10,509,0.0196463654223968565815324165029469548133595284872298624754420,0.0107058508632353291425137264212464798394575515462384052778570,0.0357830950100542680449222822522630111199048050291190823763948,428,2,8,426,0.0187793427230046948356807511737089201877934272300469483568075,0.0095458245397498770026540628196850122755234521085106124249925,0.0366141221418262123414732819806756635628892411514608257209565,0,181,0.98000000,0.99000000,428,428,0,0,428,0,83,0,181,3,3,0,16,3,0,3,80,3,16,3,0,3,80,3,16,0
60,"[4,8)","[0,2)",715,1,7,714,0.00980392156862745098039215686274509803921568627450980392156863,0.00475697284003460143580726743397649595204408132601082098610787,0.0200973436688014394808442049050779052475296789367827925045265,648,1,6,647,0.00927357032457496136012364760432766615146831530139103554868624,0.00425689442558623930634006026802128384463169249778212549029252,0.0200830713310488552808511906080440527072813648939892218323411,0,493,0.99000000,1.00000000,648,648,0,0,648,0,67,0,493,7,7,0,19,7,0,7,60,7,19,7,0,7,60,7,19,0
60,"[4,8)",>=2,355,2,2,353,0.00566572237960339943342776203966005665722379603399433427762040,0.00155512298069094736861020589292887109985376678319808432686190,0.0204195064432805121557050095216841436878945208546024735151519,309,2,2,307,0.00651465798045602605863192182410423452768729641693811074918567,0.0017883759898409812097048709027447335163723086892148923126134,0.0234381779275288197010050318738134287976014353845806386929946,0,255,0.99000000,1.00000000,309,309,0,0,309,0,46,0,255,7,7,3,17,7,0,7,39,7,17,7,0,7,39,7,17,0
60,"[8,infinity)",<-2,438,1,21,437,0.0480549199084668192219679633867276887871853546910755148741419,0.0316428623151100801068588403317458520122645657420809622479868,0.0723434073595383610314065510377753081996731833957778027842092,367,1,11,366,0.0300546448087431693989071038251366120218579234972677595628415,0.0168633721142447827137571444016471366047909430855248135792311,0.0530083477926965721448308941324717016755207623636102065085341,0,227,0.99000000,1.00000000,367,367,0,0,367,0,71,0,227,5,5,3,12,5,0,5,66,5,12,5,0,5,66,5,12,0
60,"[8,infinity)","[-2,0)",445,7,2,438,0.00456621004566210045662100456621004566210045662100456621004566,0.00125311393501555329549317791312547402599671145082249668413771,0.0164941088847341577677545170543318331307024976468634524993024,419,7,2,412,0.00485436893203883495145631067961165048543689320388349514563107,0.00133225404295778380054610078201093059107248693978839316746743,0.0175245930903995193476412337098448493779595544489591330990411,0,340,0.99000000,1.00000000,419,419,0,0,419,0,26,0,340,4,4,1,13,4,0,4,22,4,13,4,0,4,22,4,13,0
60,"[8,infinity)","[0,2)",581,2,0,579,0,0,0.00659091552695450052138811121909145165655985568601419011709374,537,2,0,535,0,0,0.00712910775110275235549813831832140722944151063500831477467837,0,511,0.99000000,1.00000000,537,537,0,0,537,0,44,0,511,10,10,1,24,10,0,10,34,10,24,10,0,10,34,10,24,0
60,"[8,infinity)",>=2,608,3,0,605,0,0,0.00630945669852198368278896315330137980126856307336237865491168,580,3,0,577,0,0,0.00661360989708550426390142351870700558836766589529171494163587,0,555,0.99000000,1.00000000,580,580,0,0,580,0,28,0,555,7,7,0,8,7,0,7,21,7,8,7,0,7,21,7,8,0
30,"[0,1)",<-2,82,0,78,82,0.951219512195121951219512195121951219512195121951219512195122,0.881185380774240632206980689726743952541470403793063014342800,0.980868934432254206788583810124455398986008823018735573953212,65,0,61,65,0.938461538461538461538461538461538461538461538461538461538462,0.852178481344768102690312987895698595654350975887087930792749,0.975810945033649713214049246131715161510225289074181803042283,0,0,0.01000000,0.02000000,65,65,0,0,65,0,17,0,0,4,4,0,0,4,0,4,13,4,0,4,0,4,13,4,0,0
30,"[0,1)","[-2,0)",417,0,170,417,0.407673860911270983213429256594724220623501199040767386091127,0.361560122795511083372568548760384011391680659188246966869118,0.455473112913314325483544962394471602495749528172955990672838,337,0,140,337,0.415430267062314540059347181008902077151335311572700296735905,0.364058177677671612410088127266668724499255348764404595601845,0.468708645357240079131281986363208618296696730738721415011223,0,18,0.73000000,0.75000000,337,337,0,0,337,0,80,0,18,10,10,3,5,10,0,10,70,10,5,10,0,10,70,10,5,0
30,"[0,1)","[0,2)",458,2,19,456,0.0416666666666666666666666666666666666666666666666666666666667,0.0268344682720986039338560542563601027330776278562556717648234,0.0641565853140665258883450695794799345121988900649944264759336,399,2,14,397,0.0352644836272040302267002518891687657430730478589420654911839,0.0211205537938872706309330102024048999576431473229357883766903,0.0583159868133994707659805915432810503881234558279339447673731,0,111,0.98000000,0.99000000,399,399,0,0,399,0,59,0,111,10,10,2,5,10,0,10,49,10,5,10,0,10,49,10,5,0
30,"[0,1)",>=2,91,1,0,90,0,0,0.0409356255643267779347737319135887781891865818252014822304956,70,1,0,69,0,0,0.0527372581890517220139499189787857848418585032034563954288949,0,60,0.99000000,1.00000000,70,70,0,0,70,0,21,0,60,6,6,1,1,6,0,6,15,6,1,6,0,6,15,6,1,0
30,"[1,2)",<-2,95,0,77,95,0.810526315789473684210526315789473684210526315789473684210526,0.720264034303489232898808855693404912755248979829353861065391,0.876651477708838085756802405937036137559653776648990531759891,66,0,51,66,0.772727272727272727272727272727272727272727272727272727272727,0.658305446353616924510436381990074107914994405478763459168794,0.857147704366269643054431231294663134005524375247379428846398,0,0,0.09500000,0.10500000,66,66,0,0,66,0,29,0,0,6,6,5,5,6,0,6,23,6,5,6,0,6,23,6,5,0
30,"[1,2)","[-2,0)",285,1,36,284,0.126760563380281690140845070422535211267605633802816901408451,0.0929849998961212025418110349890394151576072547979006516024600,0.170498443842045280464214498329877639322207934438311907908754,240,1,24,239,0.100418410041841004184100418410041841004184100418410041841004,0.0684125898137627885159443270143221265365361446454299386934105,0.145066027356677186781518834376556213597504280474800416153676,0,99,0.98000000,0.99000000,240,240,0,0,240,0,45,0,99,10,10,3,6,10,0,10,35,10,6,10,0,10,35,10,6,0
30,"[1,2)","[0,2)",379,1,5,378,0.0132275132275132275132275132275132275132275132275132275132275,0.0056628818765608806894172567614704780770545123059339923148358,0.0305863480091698485046221097420376556690366508722292525037962,344,1,4,343,0.0116618075801749271137026239067055393586005830903790087463557,0.0045441382943590313249135004048349501111532972525211551031640,0.0295967019066844611700425810913888743150038674383717432113864,0,282,0.99000000,1.00000000,344,344,0,0,344,0,35,0,282,8,8,2,5,8,0,8,27,8,5,8,0,8,27,8,5,0
30,"[1,2)",>=2,116,0,1,116,0.00862068965517241379310344827586206896551724137931034482758621,0.0015233877766386063918144066273284061815738587135940822543264,0.0472198341281787497401099972292859611209561665301013841780096,101,0,1,101,0.00990099009900990099009900990099009900990099009900990099009901,0.0017499112489682294303191566230884308380149125348617859094514,0.0539671579944550511088484508364502720325053764713834327936198,0,95,0.99000000,1.00000000,101,101,0,0,101,0,15,0,95,6,6,3,3,6,0,6,9,6,3,6,0,6,9,6,3,0
30,"[2,4)",<-2,141,0,65,141,0.460992907801418439716312056737588652482269503546099290780142,0.380841423181723781769252310324589959689781876442479754002944,0.543213470427036374735509121706157249287245100543843430577174,91,0,43,91,0.472527472527472527472527472527472527472527472527472527472527,0.373158036360565453393495690358473028788417965692289951819756,0.574122403415746645794350607311775908152105637672607527827940,0,10,0.67000000,0.76000000,91,91,0,0,91,0,50,0,10,5,5,4,8,5,0,5,45,5,8,5,0,5,45,5,8,0
30,"[2,4)","[-2,0)",530,0,8,530,0.0150943396226415094339622641509433962264150943396226415094340,0.0076679434055577591538179606051926597713964892820591129470350,0.0294993812614431316568041879609239730581079801078996280130366,480,0,6,480,0.0125,0.0057411122642340481497062284140160427144539746134085580808476,0.0269998993458619373807636239306807374629113707871954224626584,0,380,0.99000000,1.00000000,480,480,0,0,480,0,50,0,380,16,16,3,8,16,0,16,34,16,8,16,0,16,34,16,8,0
30,"[2,4)","[0,2)",658,0,0,658,0,0,0.00580419792307820931204129462371734820578359888999792096952729,615,0,0,615,0,0,0.00620750075150858046942248338458489746664725024397385119092729,0,608,0.99000000,1.00000000,615,615,0,0,615,0,43,0,608,31,31,1,4,31,0,31,12,31,4,31,0,31,12,31,4,0
30,"[2,4)",>=2,180,2,0,178,0,0,0.0211253189762518284571776707073542034914253344488032569962098,160,2,0,158,0,0,0.0237359379276858728353263332774803808416753902665278590251758,0,158,0.99000000,1.00000000,160,160,0,0,160,0,20,0,158,12,12,0,1,12,0,12,8,12,1,12,0,12,8,12,1,0
30,"[4,8)",<-2,250,3,17,247,0.0688259109311740890688259109311740890688259109311740890688259,0.0434122070847275367442011539454202495093022646630139132958185,0.107445864777084842547607427781436908051297702921342333523541,210,3,13,207,0.0628019323671497584541062801932367149758454106280193236714976,0.0370655942257135263671697378030943137425004821444021095424334,0.104469467178278148051913092734822474384149205843060574628605,0,154,0.99000000,1.00000000,210,210,0,0,210,0,40,0,154,11,11,2,3,11,0,11,29,11,3,11,0,11,29,11,3,0
30,"[4,8)","[-2,0)",565,2,1,563,0.00177619893428063943161634103019538188277087033747779751332149,0.00031361156571686111284318927421069374795161517928461882863920,0.00999166644420005628300735068719167432505579972403777343000056,541,2,1,539,0.00185528756957328385899814471243042671614100185528756957328386,0.00032757892024624896831260331130735051815630001850023663049611,0.0104333140177848831725708731600353564818370365964058771754152,0,529,0.99000000,1.00000000,541,541,0,0,541,0,24,0,529,15,15,2,4,15,0,15,9,15,4,15,0,15,9,15,4,0
30,"[4,8)","[0,2)",696,2,0,694,0,0,0.00550477299985291239961080242766467864892041864368150515196030,666,2,0,664,0,0,0.00575205203264492412663891511570152327076012877129445192131854,0,666,0.99000000,1.00000000,666,666,0,0,666,0,30,0,666,20,20,0,5,20,0,20,10,20,5,20,0,20,10,20,5,0
30,"[4,8)",>=2,301,0,0,301,0,0,0.0126014973014338168963529029229615681905503386503574292770292,284,0,0,284,0,0,0.0133457453850909489326002427479832239257901591654922967037010,0,283,0.99000000,1.00000000,284,284,0,0,284,0,17,0,283,12,12,0,1,12,0,12,5,12,1,12,0,12,5,12,1,0
30,"[8,infinity)",<-2,465,1,1,464,0.00215517241379310344827586206896551724137931034482758620689655,0.00038054220939085268816053270633763412416831765221650131907749,0.0121054371978615825807983431164710655176195783838303197595658,437,1,1,436,0.00229357798165137614678899082568807339449541284403669724770642,0.00040498763116436452040336363896546891254182286975183196274301,0.0128758405025824716183462931661517806307024028514322194354286,0,429,0.99000000,1.00000000,437,437,0,0,437,0,28,0,429,18,18,1,4,18,0,18,10,18,4,18,0,18,10,18,4,0
30,"[8,infinity)","[-2,0)",465,3,0,462,0,0,0.00824627938959965213460946291270942946530516397976934584405500,443,3,0,440,0,0,0.00865502477146016642084643407249873915018166376729154741777755,0,440,0.99000000,1.00000000,443,443,0,0,443,0,22,0,440,16,16,0,6,16,0,16,6,16,6,16,0,16,6,16,6,0
30,"[8,infinity)","[0,2)",659,1,0,658,0,0,0.00580419792307820931204129462371734820578359888999792096952729,619,1,0,618,0,0,0.00617755340401289752758463765466475040892437725502115947260798,0,615,0.99000000,1.00000000,619,619,0,0,619,0,40,0,615,30,30,1,5,30,0,30,10,30,5,30,0,30,10,30,5,0
30,"[8,infinity)",>=2,638,8,0,630,0,0,0.00606059885675737411166086410883943469107993581116976443242717,617,8,0,609,0,0,0.00626827504145417742690671807111197841795724607887959489365358,0,616,0.99000000,1.00000000,617,617,0,0,617,0,21,0,616,17,17,0,3,17,0,17,4,17,3,17,0,17,4,17,3,0
15,"[0,1)",<-2,91,0,83,91,0.912087912087912087912087912087912087912087912087912087912088,0.836013611163622587296311173567742874594533315137707670319068,0.954779792191695924885994361378523071297612634388830134965496,62,0,58,62,0.935483870967741935483870967741935483870967741935483870967742,0.845524842722471222755082712112909945417891525213040109548928,0.974627094479559198596148239260553039249594926095533983618314,0,0,0E-8,0.01000000,62,62,0,0,62,0,29,0,0,1,1,2,4,1,0,1,28,1,4,2,0,1,28,1,4,0
15,"[0,1)","[-2,0)",420,0,132,420,0.314285714285714285714285714285714285714285714285714285714286,0.271741154149207127918884828609237156794796023988715024421781,0.360196692530403074058620173391816310372376129916820463330943,352,0,105,352,0.298295454545454545454545454545454545454545454545454545454545,0.252887351649245465459359878227226391111220849146128343354597,0.348058528938680215118740155833420285448120307915284381638845,0,124,0.97000000,0.98800000,352,352,0,0,352,0,68,0,124,1,1,4,12,1,0,1,67,1,12,1,0,1,67,1,12,0
15,"[0,1)","[0,2)",449,0,9,449,0.0200445434298440979955456570155902004454342984409799554565702,0.0105806280435535337247137344971714911726466524663262553184483,0.0376513931092234910247916365189162187996169626764308380273229,396,0,8,396,0.0202020202020202020202020202020202020202020202020202020202020,0.0102714462961460940939621814020160783447925502946143604833648,0.0393518691029503188205750782874031091128628719735642246339854,0,280,0.99000000,1.00000000,396,396,0,0,396,0,53,0,280,4,4,3,16,4,0,4,49,4,16,4,0,4,49,4,16,0
15,"[0,1)",>=2,76,1,0,75,0,0,0.0487238424828058578057558740910260828590172798392949508123418,66,1,0,65,0,0,0.0558015313228568766002886804950544874439042592546924087846218,0,64,0.99000000,1.00000000,66,66,0,0,66,0,10,0,64,1,1,0,3,1,0,1,9,1,3,1,0,1,9,1,3,0
15,"[1,2)",<-2,85,0,33,85,0.388235294117647058823529411764705882352941176470588235294118,0.291612996946894149613290847919316995964667671828332639741108,0.494522887670364417332440063664373577136189796752575055157482,66,0,27,66,0.409090909090909090909090909090909090909090909090909090909091,0.298674180093403703566351557436276396432010849970092161570870,0.529508102999967440578692571468811189594482889787860209090736,0,12,0.77500000,0.79500000,66,66,0,0,66,0,19,0,12,0,0,0,2,0,0,0,19,0,2,0,0,0,19,0,2,0
15,"[1,2)","[-2,0)",303,0,4,303,0.0132013201320132013201320132013201320132013201320132013201320,0.0051453895493054854898235947662095582252531167931496591904235,0.0334460669839975969824667606201682425573045220972148456484885,273,0,3,273,0.0109890109890109890109890109890109890109890109890109890109890,0.0037441604260291120594386739282100477541726379150893022949019,0.0318049183232931984564314241271113456623834573092173556542847,0,251,0.99000000,1.00000000,273,273,0,0,273,0,30,0,251,1,1,1,11,1,0,1,29,1,11,1,0,1,29,1,11,0
15,"[1,2)","[0,2)",376,1,1,375,0.00266666666666666666666666666666666666666666666666666666666667,0.00047088734527332777593071310708575483278652312686758290058696,0.0149483828657488791985946047645588810552859651117171231483629,354,1,1,353,0.00283286118980169971671388101983002832861189801699716713881020,0.00050024471452441923049816553401120203587445705766137656244509,0.0158696547921059025260480826336941509454998952657426228717865,0,352,0.99000000,1.00000000,354,354,0,0,354,0,22,0,352,2,2,3,12,2,0,2,20,2,12,2,0,2,20,2,12,0
15,"[1,2)",>=2,96,1,0,95,0,1E-61,0.0388648535394729614867276295781033935607497988908014013830293,85,1,0,84,0,0,0.0437317284146598801624975314283815795965094588977717772519719,0,84,0.99000000,1.00000000,85,85,0,0,85,0,11,0,84,4,4,1,6,4,0,4,7,4,6,4,0,4,7,4,6,0
15,"[2,4)",<-2,151,1,17,150,0.113333333333333333333333333333333333333333333333333333333333,0.0719742391403741030328409425145554989155082678960641519943630,0.174002749837605131193250646877677427628431410433406780156187,128,1,10,127,0.0787401574803149606299212598425196850393700787401574803149606,0.0433303639775117709355546692954714974671447058372108266757968,0.138886030088887282335034656467684038839137389002207090305838,0,99,0.99000000,1.00000000,128,128,0,0,128,0,23,0,99,1,1,3,6,1,0,1,22,1,6,1,0,1,22,1,6,0
15,"[2,4)","[-2,0)",513,0,2,513,0.00389863547758284600389863547758284600389863547758284600389864,0.00106979835316267510281582251558895554233537607471844106004002,0.0141020859584914583294036340734878197454028101623653392950365,480,0,1,480,0.00208333333333333333333333333333333333333333333333333333333333,0.00036785420138041886396822672579396089213424374434923563333914,0.0117052303063671902889475626348151436479953184383189325286179,0,476,0.99000000,1.00000000,480,480,0,0,480,0,33,0,476,3,3,1,21,3,0,3,30,3,21,3,0,3,30,3,21,0
15,"[2,4)","[0,2)",608,0,0,608,0,1E-62,0.00627851997492687162396207831900579578620643167108275258240337,578,0,0,578,0,0,0.00660224320982590212876303263873770744797513010965430908839988,0,576,0.99000000,1.00000000,578,578,0,0,578,0,30,0,576,6,6,0,21,6,0,6,24,6,21,6,0,6,24,6,21,0
15,"[2,4)",>=2,178,1,0,177,0,0,0.0212421357676779458800327214502046544369144095470018181246356,162,1,0,161,0,0,0.0233039603518230327975463198982545716919069156739933265700388,0,162,0.99000000,1.00000000,162,162,0,0,162,0,16,0,162,4,4,2,8,4,0,4,12,4,8,4,0,4,12,4,8,0
15,"[4,8)",<-2,214,2,1,212,0.00471698113207547169811320754716981132075471698113207547169811,0.0008331488458669798780941037941044011253550740231438833684785,0.0262305063601831117847431062245737840724443665803197095480193,200,2,1,198,0.00505050505050505050505050505050505050505050505050505050505051,0.0008920951890526747283143587270860234545038097282850952549556,0.0280487322050030995773034628839129110087941959354691882575440,0,189,0.99000000,1.00000000,200,200,0,0,200,0,14,0,189,2,2,1,9,2,0,2,12,2,9,2,0,2,12,2,9,0
15,"[4,8)","[-2,0)",614,2,0,612,0,0,0.00623773986904085397106011433681542773640990484423974383591770,591,2,0,589,0,0,0.00647974051669011322977062942639329291807274719349882595001312,0,589,0.99000000,1.00000000,591,591,0,0,591,0,23,0,589,3,3,1,18,3,0,3,20,3,18,3,0,3,20,3,18,0
15,"[4,8)","[0,2)",720,1,0,719,0,1E-62,0.00531438640357100178327718251882644532224487384414483799535763,690,1,0,689,0,0,0.00554449906510038437412808345829003683149184203054555876301636,0,688,0.99000000,1.00000000,690,690,0,0,690,0,30,0,688,3,3,2,21,3,0,3,27,3,21,3,0,3,27,3,21,0
15,"[4,8)",>=2,304,4,0,300,0,0,0.0126429712245460355451193813208078190838578067162069956520465,281,4,0,277,0,0,0.0136783893547096997757671775033450724802232840224746227545337,0,281,0.99000000,1.00000000,281,281,0,0,281,0,23,0,281,8,8,0,12,8,0,8,15,8,12,8,0,8,15,8,12,0
15,"[8,infinity)",<-2,440,0,0,440,0,0,0.00865502477146016642084643407249873915018166376729154741777755,417,0,0,417,0,0,0.00912804273480773367531602794252975313062841726781341941552684,0,415,0.99000000,1.00000000,417,417,0,0,417,0,23,0,415,3,3,0,17,3,0,3,20,3,17,3,0,3,20,3,17,0
15,"[8,infinity)","[-2,0)",516,4,0,512,0,0,0.00744697572288273853722103619490790756640530300098103097471736,497,4,0,493,0,0,0.00773175980485250727023020849757414591336810905299930024773095,0,495,0.99000000,1.00000000,497,497,0,0,497,0,19,0,495,0,0,1,18,0,0,0,19,0,18,0,0,0,19,0,18,0
15,"[8,infinity)","[0,2)",689,5,0,684,0,0,0.00558480267717551605981209066390714031967328056674338396997736,656,5,0,651,0,1E-62,0.00586624253695271420798423029590642516515369293931305891939739,0,656,0.99000000,1.00000000,656,656,0,0,656,0,33,0,656,4,4,2,26,4,0,4,29,4,26,4,0,4,29,4,26,0
15,"[8,infinity)",>=2,646,4,0,642,0,0,0.00594799043670659530183294350278411793319607677931603445448048,626,4,0,622,0,1E-62,0.00613807021978503518488753154666218735863758982949809440043877,0,625,0.99000000,1.00000000,626,626,0,0,626,0,20,0,625,2,2,0,17,2,0,2,18,2,17,2,0,2,18,2,17,0
10,"[0,1)",<-2,93,0,79,93,0.849462365591397849462365591397849462365591397849462365591398,0.763041902802112055449188642070489122600479468755925917373863,0.908158229781083815746557197444604484717045098389322588366495,61,0,54,61,0.885245901639344262295081967213114754098360655737704918032787,0.781556915275989239412899792520152007543148603880125262615033,0.943287973392677931949715607145761784901655410125256863841251,0,2,0E-8,0.01000000,62,61,1,0,61,0,31,0,2,0,0,3,4,0,0,0,31,0,4,1,0,0,31,0,4,0
10,"[0,1)","[-2,0)",390,0,88,390,0.225641025641025641025641025641025641025641025641025641025641,0.186947779737064295174900064545105123749045211996941250203611,0.269686367818669065038565778392382747943836940859513067741525,345,0,73,345,0.211594202898550724637681159420289855072463768115942028985507,0.171791780686285676136826990987942472064664028717829180406815,0.257748501960316891959105768238949441859896984034752276906585,0,205,0.99000000,1.00000000,345,345,0,0,345,0,45,0,205,1,1,9,13,1,0,1,44,1,13,1,0,1,44,1,13,0
10,"[0,1)","[0,2)",447,1,4,446,0.00896860986547085201793721973094170403587443946188340807174888,0.00349308753852682035741103570259250512643570604822176389719508,0.0228305395716504699629136949081553731747710755088642640133257,406,1,4,405,0.00987654320987654320987654320987654320987654320987654320987654,0.0038473096610590765603995644098885405896390916615097458451144,0.0251161395323052432620157832419585027874336638389544933580126,0,349,0.99000000,1.00000000,406,406,0,0,406,0,41,0,349,3,3,9,14,3,0,3,38,3,14,3,0,3,38,3,14,0
10,"[0,1)",>=2,75,0,1,75,0.0133333333333333333333333333333333333333333333333333333333333,0.0023575511390486614726182927661293335657927855646802571379486,0.0717336555442157067916507580158027204169840334789001616527306,62,0,0,62,0,0,0.0583440721013724791893274262008387953817748151642297448820570,0,62,0.99000000,1.00000000,62,62,0,0,62,0,13,0,62,1,1,2,4,1,0,1,12,1,4,1,0,1,12,1,4,0
10,"[1,2)",<-2,76,0,17,76,0.223684210526315789473684210526315789473684210526315789473684,0.144611828222261495978279047971871519208276100296926398860523,0.329345679313735442905774321983961747508899084969861085879435,52,0,9,52,0.173076923076923076923076923076923076923076923076923076923077,0.093824743913102037489083987849000339260452574420614841214410,0.297308641244807946360650913379962954520511470052797971940200,0,29,0.99000000,1.00000000,52,52,0,0,52,0,24,0,29,0,0,1,2,0,0,0,24,0,2,0,0,0,24,0,2,0
10,"[1,2)","[-2,0)",315,0,2,315,0.00634920634920634920634920634920634920634920634920634920634921,0.0017429117309909872366879771357760065809776175212278842959910,0.0228506867605524281733607765016658409208337955156697991478358,294,0,1,294,0.00340136054421768707482993197278911564625850340136054421768707,0.00060067619985090226571739927761173732255942502128319804172238,0.0190119688758999102523109826932925573416187851430421434582904,0,288,0.99000000,1.00000000,294,294,0,0,294,0,21,0,288,3,3,6,10,3,0,3,18,3,10,3,0,3,18,3,10,0
