t_sec,x_bin,y_bin,full_N,full_U,full_L,full_resolved,full_loss_rate,full_wilson_95_low,full_wilson_95_high,matched_N,matched_U,matched_L,matched_resolved,matched_loss_rate,matched_wilson_95_low,matched_wilson_95_high,matched_ask_eq_0_N,matched_ask_eq_1_N,median_bid,median_ask,ask_available_N,bid_available_N,ask_only_N,bid_only_N,paired_quote_N,crossed_quote_N,neither_available_N,ask_available_eq_0_N,ask_available_eq_1_N,excluded_no_quote_row_N,excluded_token_mismatch_N,excluded_quote_sample_stale_N,excluded_quote_received_stale_N,excluded_ask_price_missing_N,excluded_ask_price_invalid_N,excluded_ask_source_clock_missing_or_invalid_N,excluded_ask_source_age_N,excluded_ask_received_clock_missing_or_invalid_N,excluded_ask_received_age_N,excluded_bid_price_missing_N,excluded_bid_price_invalid_N,excluded_bid_source_clock_missing_or_invalid_N,excluded_bid_source_age_N,excluded_bid_received_clock_missing_or_invalid_N,excluded_bid_received_age_N,excluded_crossed_quote_N
120,"[2,4)","[0,2)",663,0,93,663,0.140271493212669683257918552036199095022624434389140271493213,0.115905059174572942101168597034843631318037182956897016102237,0.168782487332250165688133185059484013351589077112955688249307,564,0,77,564,0.136524822695035460992907801418439716312056737588652482269504,0.110636851961663536038188886848737390096726888581620612518731,0.167330627109876619119495488939528389174316122621482216704967,0,2,0.89000000,0.90000000,564,564,0,0,564,0,99,0,2,15,15,2,7,15,0,15,84,15,7,15,0,15,84,15,7,0
120,"[2,4)",>=2,234,0,23,234,0.0982905982905982905982905982905982905982905982905982905982906,0.0663914763100165008396005335715799961930195388575330117545105,0.143166012396227156634084505387289824148643949131420141782176,165,0,16,165,0.0969696969696969696969696969696969696969696969696969696969697,0.0605720051691807513013425135017025009287457595272404460376809,0.151706774409222189080166273064806349396238854058432519463703,0,1,0.91000000,0.92000000,165,165,0,0,165,0,69,0,1,9,9,0,2,9,0,9,60,9,2,9,0,9,60,9,2,0
120,"[4,8)",<-2,272,2,104,270,0.385185185185185185185185185185185185185185185185185185185185,0.329135772082138167544242693289151495523068831641144845450498,0.444455851819499195643724766922790143838910978522249484807308,159,2,58,157,0.369426751592356687898089171974522292993630573248407643312102,0.297890063022859120052958580384230628860199270975084646965334,0.447200535504310710781147494396503186609032587088011250644252,0,0,0.66000000,0.67000000,159,159,0,0,159,0,113,0,0,11,11,3,4,11,0,11,102,11,4,11,0,11,102,11,4,0
120,"[4,8)","[-2,0)",498,0,73,498,0.146586345381526104417670682730923694779116465863453815261044,0.118228540929127693183459574389332678621030624435140455869373,0.180354719156268833879083715549408914006881573789428572030741,404,0,59,404,0.146039603960396039603960396039603960396039603960396039603960,0.114938430113790967432886133971082451287014095572793888316503,0.183808683955995737887421361445193028123047677742330130573203,0,2,0.88000000,0.89000000,404,404,0,0,404,0,94,0,2,26,26,3,6,26,0,26,68,26,6,26,0,26,68,26,6,0
120,"[4,8)","[0,2)",673,1,47,672,0.0699404761904761904761904761904761904761904761904761904761905,0.0530016686788777293870120491221945217985753416819559984415044,0.0917681697850455197923783325360575318229967097092808012485864,601,1,39,600,0.065,0.0479105892133988652072046150911096422771904665044314714746987,0.0876240906685207520402659405700697829139863647469380284230617,0,21,0.94000000,0.95000000,601,601,0,0,601,0,72,0,21,10,10,2,4,10,0,10,62,10,4,10,0,10,62,10,4,0
120,"[4,8)",>=2,345,3,21,342,0.0614035087719298245614035087719298245614035087719298245614035,0.0405090352434114203944092108914407795830288596755446706400032,0.0920414662985717479426774137559659661991632730838691187027340,266,3,14,263,0.0532319391634980988593155893536121673003802281368821292775665,0.0319706270991832135585580342174139275827725834874555123845056,0.0873566279736134125201013337809683961379161758097703397081876,0,22,0.95000000,0.96000000,266,266,0,0,266,0,79,0,22,16,16,1,2,16,0,16,63,16,2,16,0,16,63,16,2,0
120,"[8,infinity)",<-2,345,4,51,341,0.149560117302052785923753665689149560117302052785923753665689,0.115620450401157014836603926660294248327105623594471635948520,0.191307432292113046964625651293023652468987229405534957268370,260,3,29,257,0.112840466926070038910505836575875486381322957198443579766537,0.0797245691332569011215276613637078116735834765143181564951798,0.157359900108286343095108022567854415474595615980895286516474,0,16,0.91000000,0.92000000,260,260,0,0,260,0,85,0,16,13,13,0,1,13,0,13,72,13,1,13,0,13,72,13,1,0
120,"[8,infinity)","[-2,0)",322,3,14,319,0.0438871473354231974921630094043887147335423197492163009404389,0.0263199214350932875361257656451583562098423798291072064146684,0.0723088573376443381778165175579618888401115488859555530647328,275,3,8,272,0.0294117647058823529411764705882352941176470588235294117647059,0.0149772359854733910170405500441273141724853155059105443040176,0.0569534263069984428644527852299382561034876663476576075364578,0,44,0.96000000,0.97000000,275,275,0,0,275,0,47,0,44,15,15,0,3,15,0,15,32,15,3,15,0,15,32,15,3,0
120,"[8,infinity)","[0,2)",467,3,11,464,0.0237068965517241379310344827586206896551724137931034482758621,0.0132881316587319770383250849917329974823302141896096874511813,0.0419473724495052012925836230465385290147915391608939811998153,429,3,9,426,0.0211267605633802816901408450704225352112676056338028169014085,0.0111538797712400802885104448608992240974078806026175088774564,0.0396589452192063695954016445989718874686223117146223612775370,0,147,0.98000000,0.99000000,429,429,0,0,429,0,38,0,147,17,17,1,4,17,0,17,21,17,4,17,0,17,21,17,4,0
120,"[8,infinity)",>=2,590,4,14,586,0.0238907849829351535836177474402730375426621160409556313993174,0.0142836338776028824717163132718455443995496893845093948513288,0.0396994463968096499254421570203216410297312549473726241717602,525,4,12,521,0.0230326295585412667946257197696737044145873320537428023032630,0.0132238080949567935155312008525500025146881273431126949327277,0.0398235614540365340994074815790917476400209330157405536022071,0,260,0.99000000,0.99900000,525,525,0,0,525,0,65,0,260,19,19,1,3,19,0,19,46,19,3,19,0,19,46,19,3,0
90,"[0,1)",<-2,115,0,98,115,0.852173913043478260869565217391304347826086956521739130434783,0.775970508393773037404134699383977067669989797700023285986738,0.905609815541928192434653598461472891890051345443958023786640,71,0,61,71,0.859154929577464788732394366197183098591549295774647887323944,0.759782507165241986508132943034933818247705910242493935133007,0.921657977876428331635819897615623413499180259220751057125661,0,0,0.17000000,0.18000000,71,71,0,0,71,0,44,0,0,8,8,0,1,8,0,8,36,8,1,8,0,8,36,8,1,0
90,"[0,1)","[-2,0)",481,1,250,480,0.520833333333333333333333333333333333333333333333333333333333,0.476154376717154294650388577573274471984066566564512336238423,0.565181477487542458104719548394900879290404999871359288524675,410,1,209,409,0.511002444987775061124694376528117359413202933985330073349633,0.462680618248964572194818668258940698584964030211422013768613,0.559119517875224671313549996117066785960304904665059030982825,0,0,0.50000000,0.51000000,410,410,0,0,410,0,71,0,0,14,14,0,1,14,0,14,57,14,1,14,0,14,57,14,1,0
90,"[0,1)","[0,2)",492,1,124,491,0.252545824847250509164969450101832993890020366598778004073320,0.216138159474156526892863186238777634818945503515272894630268,0.292795468320253711611118443223775087372888611779050671148482,407,1,97,406,0.238916256157635467980295566502463054187192118226600985221675,0.200007180593035126485118009700022106698303729818688733221727,0.282719626475182629262942125975525894184988508965654949747319,0,0,0.75000000,0.76000000,407,407,0,0,407,0,85,0,0,11,11,3,7,11,0,11,74,11,7,11,0,11,74,11,7,0
