t_sec,x_bin,y_bin,ask_band,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high,median_bid,median_ask,ask_eq_0_N,ask_eq_1_N
120,"[1,2)",>=2,"[0.90,0.95)",21,0,4,21,0.190476190476190476190476190476190476190476190476190476190476,0.076675650527617916116719757819186510335372431410581805767678,0.400005646902049244340388827183058608607428050054791727028218,0.90000000,0.91000000,0,0
120,"[1,2)",>=2,"[0.95,0.98)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412,0.96000000,0.97000000,0,0
120,"[1,2)",>=2,"[0.98,1)",10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910,0.97500000,0.98500000,0,0
120,"[1,2)",>=2,ask=1,0,0,0,0,,,,,,0,0
120,"[2,4)",<-2,ask=0,0,0,0,0,,,,,,0,0
120,"[2,4)",<-2,"(0,0.90)",96,1,57,95,0.6,0.499456028552734729556352173499405092058922348523343724019597,0.692771000739370678146302300584974229228927691698495995703801,0.45000000,0.46000000,0,0
120,"[2,4)",<-2,"[0.90,0.95)",0,0,0,0,,,,,,0,0
120,"[2,4)",<-2,"[0.95,0.98)",0,0,0,0,,,,,,0,0
120,"[2,4)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
120,"[2,4)",<-2,ask=1,0,0,0,0,,,,,,0,0
120,"[2,4)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
120,"[2,4)","[-2,0)","(0,0.90)",332,0,111,332,0.334337349397590361445783132530120481927710843373493975903614,0.285742113179779237044310663956612446736777140466734458157545,0.386722387223879861705673110078210971585164744462875067328587,0.73000000,0.74000000,0,0
120,"[2,4)","[-2,0)","[0.90,0.95)",57,0,7,57,0.122807017543859649122807017543859649122807017543859649122807,0.0607806015899808741972461991533995581813252144814108028028145,0.232464484351740078764336647233367992790178862730369232833804,0.91000000,0.92000000,0,0
120,"[2,4)","[-2,0)","[0.95,0.98)",17,0,1,17,0.0588235294117647058823529411764705882352941176470588235294118,0.010460400984997586936532462901059298475354490139491428714097,0.269820306375754004601105839025543062567873644002601514473789,0.94000000,0.95000000,0,0
120,"[2,4)","[-2,0)","[0.98,1)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196,0.97500000,0.98500000,0,0
120,"[2,4)","[-2,0)",ask=1,0,0,0,0,,,,,,0,0
120,"[2,4)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
120,"[2,4)","[0,2)","(0,0.90)",260,0,55,260,0.211538461538461538461538461538461538461538461538461538461538,0.166280775471232221701693683371934444142439739737243596648727,0.265195988376031235493521318964101771065568010890431596015867,0.81000000,0.82000000,0,0
120,"[2,4)","[0,2)","[0.90,0.95)",171,0,17,171,0.0994152046783625730994152046783625730994152046783625730994152,0.0629995145240758471879692390121035812144167306818331305400427,0.153433470398006224706867321633495250960194624681074942934277,0.91000000,0.92000000,0,0
120,"[2,4)","[0,2)","[0.95,0.98)",88,0,2,88,0.0227272727272727272727272727272727272727272727272727272727273,0.0062549282638121637991775748022237803157946376342496560810702,0.0791254535526758462787402702947625522160157167078901488832658,0.95000000,0.96000000,0,0
120,"[2,4)","[0,2)","[0.98,1)",43,0,3,43,0.0697674418604651162790697674418604651162790697674418604651163,0.0240115895772144940050499165025761472886440758634528530275883,0.186089869012419763521672255182812626693887375328829890268104,0.97000000,0.98000000,0,0
120,"[2,4)","[0,2)",ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.99000000,1.00000000,0,2
120,"[2,4)",>=2,ask=0,0,0,0,0,,,,,,0,0
120,"[2,4)",>=2,"(0,0.90)",58,0,11,58,0.189655172413793103448275862068965517241379310344827586206897,0.109342516611202666622658312149958180875526290234751106926940,0.308523738704992243379212614404903549114605603164387382861234,0.83000000,0.84000000,0,0
120,"[2,4)",>=2,"[0.90,0.95)",51,0,4,51,0.0784313725490196078431372549019607843137254901960784313725490,0.0309221967884891939778646430974016008259684799482203454354530,0.184999463125958873312811935653102348274167107903380556166279,0.91000000,0.92000000,0,0
120,"[2,4)",>=2,"[0.95,0.98)",40,0,1,40,0.025,0.0044268315026814024331593102211685406100739576634491517407483,0.128813689634740900470668942621064723090364463171793286366078,0.95000000,0.96000000,0,0
120,"[2,4)",>=2,"[0.98,1)",15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588,0.97000000,0.98000000,0,0
120,"[2,4)",>=2,ask=1,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.99000000,1.00000000,0,1
120,"[4,8)",<-2,ask=0,0,0,0,0,,,,,,0,0
120,"[4,8)",<-2,"(0,0.90)",151,2,58,149,0.389261744966442953020134228187919463087248322147651006711409,0.314695541678966066242723004258530912552744860448187260385706,0.469394454225130006288968403432331545099479898239957757714718,0.65000000,0.66000000,0,0
120,"[4,8)",<-2,"[0.90,0.95)",7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296,0.91000000,0.92000000,0,0
120,"[4,8)",<-2,"[0.95,0.98)",1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.95000000,0.96000000,0,0
120,"[4,8)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
120,"[4,8)",<-2,ask=1,0,0,0,0,,,,,,0,0
120,"[4,8)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
120,"[4,8)","[-2,0)","(0,0.90)",209,0,49,209,0.234449760765550239234449760765550239234449760765550239234450,0.182125439411600192265437196143098876579721239578293725653480,0.296359623531373281261337232959947414902380157112396087687412,0.81000000,0.82000000,0,0
120,"[4,8)","[-2,0)","[0.90,0.95)",95,0,5,95,0.0526315789473684210526315789473684210526315789473684210526316,0.0226881130491495538133208101903197620137509793542676004510981,0.117348861170378885411646016274299063803761998600659969207402,0.91000000,0.92000000,0,0
120,"[4,8)","[-2,0)","[0.95,0.98)",64,0,4,64,0.0625,0.0245712013966180149804994161273043951920152096753521458595959,0.149974850922086653027785243538526082885584678940722507320379,0.95000000,0.96000000,0,0
120,"[4,8)","[-2,0)","[0.98,1)",34,0,1,34,0.0294117647058823529411764705882352941176470588235294117647059,0.0052109062762689467848135449595330974406244776182452421405567,0.149155732926859303181089978316249360241694589073754873032685,0.97000000,0.98000000,0,0
120,"[4,8)","[-2,0)",ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.99000000,1.00000000,0,2
120,"[4,8)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
120,"[4,8)","[0,2)","(0,0.90)",110,1,23,109,0.211009174311926605504587155963302752293577981651376146788991,0.144923575641338250967788800657355125245549100714792353947154,0.296770987169060674192065814823339527377934510609882981235730,0.82500000,0.83500000,0,0
120,"[4,8)","[0,2)","[0.90,0.95)",148,0,11,148,0.0743243243243243243243243243243243243243243243243243243243243,0.0420057031155149807179952620109862856921744813327483537433298,0.128181405342193354558695698324071212146633577608317826560261,0.92000000,0.93000000,0,0
120,"[4,8)","[0,2)","[0.95,0.98)",163,0,3,163,0.0184049079754601226993865030674846625766871165644171779141104,0.0062787506964944158555074994034583322447536994253169616483366,0.0527081395540327088380612147012651128220043785305042361892604,0.95000000,0.96000000,0,0
120,"[4,8)","[0,2)","[0.98,1)",159,0,2,159,0.0125786163522012578616352201257861635220125786163522012578616,0.0034563155197396587073655430825375456514008104314404496004177,0.0446976305176046177422790707652440455406399338800490640621761,0.98000000,0.99000000,0,0
120,"[4,8)","[0,2)",ask=1,21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985,0.99000000,1.00000000,0,21
120,"[4,8)",>=2,ask=0,0,0,0,0,,,,,,0,0
120,"[4,8)",>=2,"(0,0.90)",42,0,5,42,0.119047619047619047619047619047619047619047619047619047619048,0.0519380332775823751837759156723901944092901262036193278007873,0.250003902620096798593053949452166081517877131228768717146227,0.85000000,0.86000000,0,0
120,"[4,8)",>=2,"[0.90,0.95)",59,3,5,56,0.0892857142857142857142857142857142857142857142857142857142857,0.0387421484495869090527125098955454826148761479213084624202081,0.192560013855111604872794145039509270336140059401757284170676,0.91000000,0.92000000,0,0
120,"[4,8)",>=2,"[0.95,0.98)",79,0,3,79,0.0379746835443037974683544303797468354430379746835443037974684,0.0129980868894358713527061926384522582805548318053558072569342,0.105800627676847087221600200640084569768027073043924511298182,0.95000000,0.97000000,0,0
120,"[4,8)",>=2,"[0.98,1)",64,0,1,64,0.015625,0.0027635419233375083296778723103551377311351588103324322798294,0.0833410160009426598223515723196714629976361464431787908837144,0.97000000,0.98000000,0,0
120,"[4,8)",>=2,ask=1,22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614,0.99000000,1.00000000,0,22
120,"[8,infinity)",<-2,ask=0,0,0,0,0,,,,,,0,0
120,"[8,infinity)",<-2,"(0,0.90)",101,2,23,99,0.232323232323232323232323232323232323232323232323232323232323,0.160091135991762245561729764261104030067652062586235329379514,0.324552502792024133173047449102117563101039218360573882408128,0.78000000,0.79000000,0,0
120,"[8,infinity)",<-2,"[0.90,0.95)",63,0,4,63,0.0634920634920634920634920634920634920634920634920634920634921,0.0249656180133940808596879662229631470865490116805193202330938,0.152191778453063765535315962199718909387825578686540334363081,0.91000000,0.92000000,0,0
120,"[8,infinity)",<-2,"[0.95,0.98)",45,0,1,45,0.0222222222222222222222222222222222222222222222222222222222222,0.0039335988828334241003541137294427786947992694953359655362102,0.115666817684148786112255917786296751531581779074925282833291,0.95000000,0.96000000,0,0
120,"[8,infinity)",<-2,"[0.98,1)",35,1,1,34,0.0294117647058823529411764705882352941176470588235294117647059,0.0052109062762689467848135449595330974406244776182452421405567,0.149155732926859303181089978316249360241694589073754873032685,0.98000000,0.99000000,0,0
120,"[8,infinity)",<-2,ask=1,16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717,0.99000000,1.00000000,0,16
120,"[8,infinity)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
120,"[8,infinity)","[-2,0)","(0,0.90)",31,0,3,31,0.0967741935483870967741935483870967741935483870967741935483871,0.033464644163197389148184255619828959110743648739070539136776,0.248999384433928374983389741165239285973330834602677092782202,0.85000000,0.86000000,0,0
120,"[8,infinity)","[-2,0)","[0.90,0.95)",54,1,2,53,0.0377358490566037735849056603773584905660377358490566037735849,0.0104102872758268455072011597121791470698503602401991254326645,0.127542871974183555503339540662997435359945592017755808887051,0.92000000,0.93000000,0,0
120,"[8,infinity)","[-2,0)","[0.95,0.98)",76,2,2,74,0.0270270270270270270270270270270270270270270270270270270270270,0.0074433526382672142735563823309368671761192605471466322569941,0.0932929251691250067288970974761818481933560868372005771829925,0.95000000,0.96000000,0,0
120,"[8,infinity)","[-2,0)","[0.98,1)",70,0,1,70,0.0142857142857142857142857142857142857142857142857142857142857,0.0025262464578903093719381589301053799264191509893796919163491,0.0765818713120832675138010767071428445531193220594770073852843,0.98000000,0.99000000,0,0
120,"[8,infinity)","[-2,0)",ask=1,44,0,0,44,0,0,0.0802956037584806626166952308778981439265432201360044951705709,0.99000000,1.00000000,0,44
120,"[8,infinity)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
120,"[8,infinity)","[0,2)","(0,0.90)",29,0,4,29,0.137931034482758620689655172413793103448275862068965517241379,0.054974399641119632646680646866173541042522301419074327918151,0.305589937203520215241353249336822945169602656899898019060917,0.86000000,0.87000000,0,0
120,"[8,infinity)","[0,2)","[0.90,0.95)",38,1,1,37,0.0270270270270270270270270270270270270270270270270270270270270,0.0047869744519404384993296166885468603602007934337578545816106,0.138240698637305151443469830045507456849646351121924898671456,0.92000000,0.93000000,0,0
120,"[8,infinity)","[0,2)","[0.95,0.98)",70,1,1,69,0.0144927536231884057971014492753623188405797101449275362318841,0.0025629246445884669875795259082180627087176604343799674346941,0.0776312246114472630839370620856753805435217557197008803006097,0.96000000,0.97000000,0,0
120,"[8,infinity)","[0,2)","[0.98,1)",145,1,2,144,0.0138888888888888888888888888888888888888888888888888888888889,0.0038171346628682660876690291051112359761215834860306272876243,0.0492225125595285677271424130169073707109746701890525195000253,0.98000000,0.99000000,0,0
120,"[8,infinity)","[0,2)",ask=1,147,0,1,147,0.00680272108843537414965986394557823129251700680272108843537415,0.0012018583516737808264839389532453100986072790178955776284708,0.0375239592475705465801126010598266924936458257296285688553908,0.99000000,1.00000000,0,147
120,"[8,infinity)",>=2,ask=0,0,0,0,0,,,,,,0,0
120,"[8,infinity)",>=2,"(0,0.90)",13,0,1,13,0.0769230769230769230769230769230769230769230769230769230769231,0.013710421242556579808253714622779269798387965952631085614768,0.333139509210995888336178628920920688594076149776242235244574,0.86000000,0.87000000,0,0
120,"[8,infinity)",>=2,"[0.90,0.95)",34,1,2,33,0.0606060606060606060606060606060606060606060606060606060606061,0.0167808830871918781743903978907815694008796926141472372517821,0.196062448086478110347403376044100241216504207905482256217840,0.92000000,0.93000000,0,0
120,"[8,infinity)",>=2,"[0.95,0.98)",76,0,6,76,0.0789473684210526315789473684210526315789473684210526315789474,0.0366840052334717595637095560927299993038314813059030524392931,0.161727434821380718735800340982825454741387848624439781450168,0.95150000,0.96000000,0,0
120,"[8,infinity)",>=2,"[0.98,1)",142,1,3,141,0.0212765957446808510638297872340425531914893617021276595744681,0.0072619438765341362326274069083524875525749476809921991981397,0.0606844776855223299621719861962723498927561335147923388305535,0.98000000,0.99000000,0,0
120,"[8,infinity)",>=2,ask=1,260,2,0,258,0,0,0.0146709342286574630396614742311364432649534745658907934732558,0.99000000,1.00000000,0,260
90,"[0,1)",<-2,ask=0,0,0,0,0,,,,,,0,0
90,"[0,1)",<-2,"(0,0.90)",71,0,61,71,0.859154929577464788732394366197183098591549295774647887323944,0.759782507165241986508132943034933818247705910242493935133007,0.921657977876428331635819897615623413499180259220751057125661,0.17000000,0.18000000,0,0
90,"[0,1)",<-2,"[0.90,0.95)",0,0,0,0,,,,,,0,0
90,"[0,1)",<-2,"[0.95,0.98)",0,0,0,0,,,,,,0,0
90,"[0,1)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
90,"[0,1)",<-2,ask=1,0,0,0,0,,,,,,0,0
90,"[0,1)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
90,"[0,1)","[-2,0)","(0,0.90)",390,1,206,389,0.529562982005141388174807197943444730077120822622107969151671,0.479916022965780227652435483304531203864719170295595209249730,0.578631768983281755295469724461010888217971368817881649181768,0.49000000,0.50000000,0,0
90,"[0,1)","[-2,0)","[0.90,0.95)",11,0,2,11,0.181818181818181818181818181818181818181818181818181818181818,0.051367689746085094133963649924377303658571388552538605220008,0.476980561960844163535145158696847971365613942692265986609726,0.92000000,0.93000000,0,0
90,"[0,1)","[-2,0)","[0.95,0.98)",7,0,1,7,0.142857142857142857142857142857142857142857142857142857142857,0.025679624344743560607128914884008804252331158419792918804746,0.513127829274318868525875970782987437609875590583912171444036,0.95000000,0.96000000,0,0
90,"[0,1)","[-2,0)","[0.98,1)",2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.97000000,0.98000000,0,0
90,"[0,1)","[-2,0)",ask=1,0,0,0,0,,,,,,0,0
90,"[0,1)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
90,"[0,1)","[0,2)","(0,0.90)",337,1,94,336,0.279761904761904761904761904761904761904761904761904761904762,0.234461924473340467750320461070417837075393691044566261851554,0.330040886591606129872588853948299185269379770490300338636122,0.71000000,0.72000000,0,0
90,"[0,1)","[0,2)","[0.90,0.95)",39,0,2,39,0.0512820512820512820512820512820512820512820512820512820512821,0.0141779554152741156211825868628303160488089301413090225634850,0.168856400476136127126715634541636202838101040659380597598789,0.92000000,0.93000000,0,0
90,"[0,1)","[0,2)","[0.95,0.98)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614,0.95500000,0.96500000,0,0
90,"[0,1)","[0,2)","[0.98,1)",9,0,1,9,0.111111111111111111111111111111111111111111111111111111111111,0.019890887638544909123336039549747145430433888416815277180683,0.434999705576656016633305779504184793145793726478044666290525,0.98000000,0.99000000,0,0
90,"[0,1)","[0,2)",ask=1,0,0,0,0,,,,,,0,0
90,"[0,1)",>=2,ask=0,0,0,0,0,,,,,,0,0
90,"[0,1)",>=2,"(0,0.90)",37,1,5,36,0.138888888888888888888888888888888888888888888888888888888889,0.060818150091328379597447917597949445963851973351839610639448,0.286595303893562042624617623085738887480415941082495040800234,0.81000000,0.82000000,0,0
90,"[0,1)",>=2,"[0.90,0.95)",22,1,2,21,0.0952380952380952380952380952380952380952380952380952380952381,0.026518767438074516559365149362529860371980708722242404452705,0.289141390739182539423007615640406064399373767040169138434235,0.91500000,0.92500000,0,0
90,"[0,1)",>=2,"[0.95,0.98)",14,0,1,14,0.0714285714285714285714285714285714285714285714285714285714286,0.012722215247890934509444161201882906109675297161938508881200,0.314687044241511181061484465394640207399371805737146133212574,0.95000000,0.96000000,0,0
90,"[0,1)",>=2,"[0.98,1)",5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326,0.98000000,0.99000000,0,0
90,"[0,1)",>=2,ask=1,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.99000000,1.00000000,0,2
90,"[1,2)",<-2,ask=0,0,0,0,0,,,,,,0,0
90,"[1,2)",<-2,"(0,0.90)",71,1,54,70,0.771428571428571428571428571428571428571428571428571428571429,0.660496684060150909894479755201041020143113455915462678842031,0.854119367774275620669371848413437913235967985616058577430589,0.28000000,0.29000000,0,0
90,"[1,2)",<-2,"[0.90,0.95)",0,0,0,0,,,,,,0,0
90,"[1,2)",<-2,"[0.95,0.98)",0,0,0,0,,,,,,0,0
90,"[1,2)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
90,"[1,2)",<-2,ask=1,0,0,0,0,,,,,,0,0
90,"[1,2)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
90,"[1,2)","[-2,0)","(0,0.90)",223,1,82,222,0.369369369369369369369369369369369369369369369369369369369369,0.308606697641112541189374841727891040648875037470921034596932,0.434575974385245313244890208124032960192635793361724790116608,0.64000000,0.65000000,0,0
90,"[1,2)","[-2,0)","[0.90,0.95)",25,0,2,25,0.08,0.022220401284847591995218228155449298156937398973362571020721,0.249661089503953128098840843697904480710628265336952993316635,0.90000000,0.91000000,0,0
90,"[1,2)","[-2,0)","[0.95,0.98)",9,0,1,9,0.111111111111111111111111111111111111111111111111111111111111,0.019890887638544909123336039549747145430433888416815277180683,0.434999705576656016633305779504184793145793726478044666290525,0.95000000,0.96000000,0,0
90,"[1,2)","[-2,0)","[0.98,1)",5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326,0.97000000,0.98000000,0,0
90,"[1,2)","[-2,0)",ask=1,0,0,0,0,,,,,,0,0
90,"[1,2)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
90,"[1,2)","[0,2)","(0,0.90)",184,0,32,184,0.173913043478260869565217391304347826086956521739130434782609,0.125969020880045241699838200306724805522151506061847639563080,0.235194373221641561210960985574609834400141542565675178243570,0.80000000,0.81000000,0,0
90,"[1,2)","[0,2)","[0.90,0.95)",93,1,5,92,0.0543478260869565217391304347826086956521739130434782608695652,0.0234350639486323683065054149541770723388770915814702077221803,0.120985304762465253961698886558541429435169379199994014121922,0.92000000,0.93000000,0,0
90,"[1,2)","[0,2)","[0.95,0.98)",67,0,7,67,0.104477611940298507462686567164179104477611940298507462686567,0.0515376976878286146786710758394119099714397256573670453337592,0.200312830487380260535833389669397795268766216960676138761561,0.95000000,0.96000000,0,0
90,"[1,2)","[0,2)","[0.98,1)",27,0,0,27,0,1E-61,0.124555029741867063560897531223174706536906133650947916372170,0.98000000,0.99000000,0,0
90,"[1,2)","[0,2)",ask=1,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.99000000,1.00000000,0,1
90,"[1,2)",>=2,ask=0,0,0,0,0,,,,,,0,0
90,"[1,2)",>=2,"(0,0.90)",20,0,1,20,0.05,0.008881448800795391602879473430907108230127032845046417582298,0.236131193446742027595051195081921842949898211188338729890754,0.83500000,0.84500000,0,0
90,"[1,2)",>=2,"[0.90,0.95)",22,0,2,22,0.0909090909090909090909090909090909090909090909090909090909091,0.025295428990995267023842223700597917677176523865640344860014,0.278149468416058176371954763582025137420927084773110326482942,0.92000000,0.93000000,0,0
90,"[1,2)",>=2,"[0.95,0.98)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412,0.96000000,0.97000000,0,0
90,"[1,2)",>=2,"[0.98,1)",14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069,0.97000000,0.98000000,0,0
90,"[1,2)",>=2,ask=1,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296,0.99000000,1.00000000,0,7
90,"[2,4)",<-2,ask=0,0,0,0,0,,,,,,0,0
90,"[2,4)",<-2,"(0,0.90)",128,1,74,127,0.582677165354330708661417322834645669291338582677165354330709,0.495721009826252792119216198499431845289890140446272080183097,0.664778576385014683407116737565743236369624588603935618353217,0.44500000,0.45500000,0,0
90,"[2,4)",<-2,"[0.90,0.95)",0,0,0,0,,,,,,0,0
90,"[2,4)",<-2,"[0.95,0.98)",0,0,0,0,,,,,,0,0
90,"[2,4)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
90,"[2,4)",<-2,ask=1,0,0,0,0,,,,,,0,0
90,"[2,4)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
90,"[2,4)","[-2,0)","(0,0.90)",248,0,69,248,0.278225806451612903225806451612903225806451612903225806451613,0.226159652343773029031876239285026218904346910572374748674090,0.337057617302374829269540823001976344876594038678855523099464,0.77000000,0.78000000,0,0
90,"[2,4)","[-2,0)","[0.90,0.95)",63,0,5,63,0.0793650793650793650793650793650793650793650793650793650793651,0.0343758471768185559716747259722237142469471987630618434482551,0.172703098509040823281692695962360812901086497408832005526241,0.91000000,0.92000000,0,0
90,"[2,4)","[-2,0)","[0.95,0.98)",51,0,3,51,0.0588235294117647058823529411764705882352941176470588235294118,0.0202066394224646723727608571793394777849749158705653082594030,0.159246260488004235257016957792118143366329769090412379463340,0.95000000,0.96000000,0,0
90,"[2,4)","[-2,0)","[0.98,1)",22,0,2,22,0.0909090909090909090909090909090909090909090909090909090909091,0.025295428990995267023842223700597917677176523865640344860014,0.278149468416058176371954763582025137420927084773110326482942,0.97500000,0.98500000,0,0
90,"[2,4)","[-2,0)",ask=1,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.99000000,1.00000000,0,1
90,"[2,4)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
90,"[2,4)","[0,2)","(0,0.90)",120,0,22,120,0.183333333333333333333333333333333333333333333333333333333333,0.124303003560142222574483805480755569790998224681991549914654,0.262009135171703314548822022999663060870415420282058073570880,0.83000000,0.84000000,0,0
90,"[2,4)","[0,2)","[0.90,0.95)",138,0,13,138,0.0942028985507246376811594202898550724637681159420289855072464,0.0558805340148823468430563819101249176475631454746184530746982,0.154505477725292808508138548770673564411273568036056867400246,0.92000000,0.93000000,0,0
90,"[2,4)","[0,2)","[0.95,0.98)",128,0,7,128,0.0546875,0.0267402013813463523726310184278813442350262167264085506121697,0.108584900299747079677157510696113630677808345684368657515224,0.95000000,0.96000000,0,0
90,"[2,4)","[0,2)","[0.98,1)",160,0,5,160,0.03125,0.0134205166876444066194322685219861860505520718271537275007046,0.0710602912856417091158520765650593733722704541255451578447394,0.98000000,0.99000000,0,0
90,"[2,4)","[0,2)",ask=1,11,0,0,11,0,0,0.258832966968031690622885270690496860752291234813264358589584,0.99000000,1.00000000,0,11
90,"[2,4)",>=2,ask=0,0,0,0,0,,,,,,0,0
90,"[2,4)",>=2,"(0,0.90)",23,0,9,23,0.391304347826086956521739130434782608695652173913043478260870,0.221576227924779455928052167317994824143339523407317809298420,0.592144776086182900350963544995571498539109046252659903996626,0.82000000,0.83000000,0,0
90,"[2,4)",>=2,"[0.90,0.95)",27,0,2,27,0.0740740740740740740740740740740740740740740740740740740740741,0.020554654060988633298505495124932680615583322866860916595064,0.233695926830231457882999809250364291619558939132094715870118,0.92000000,0.93000000,0,0
90,"[2,4)",>=2,"[0.95,0.98)",46,0,0,46,0,0,0.0770735630855803739782707173457028486860107581201611900926340,0.95000000,0.96000000,0,0
90,"[2,4)",>=2,"[0.98,1)",42,0,0,42,0,1E-61,0.0837987908657039155820891979759801121544070253800093089929563,0.97000000,0.98000000,0,0
90,"[2,4)",>=2,ask=1,15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588,0.99000000,1.00000000,0,15
90,"[4,8)",<-2,ask=0,0,0,0,0,,,,,,0,0
90,"[4,8)",<-2,"(0,0.90)",139,0,46,139,0.330935251798561151079136690647482014388489208633093525179856,0.258182008376988201011233004006164314563404269263353542834394,0.412781867321046287960093546618311718871050243222793308652270,0.68000000,0.69000000,0,0
90,"[4,8)",<-2,"[0.90,0.95)",8,0,1,8,0.125,0.022417491450056672799680864765156704300662439077102905272333,0.470888182212853486868029343093234641378134238715551447740093,0.90000000,0.91000000,0,0
90,"[4,8)",<-2,"[0.95,0.98)",1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.94000000,0.95000000,0,0
90,"[4,8)",<-2,"[0.98,1)",2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810,0.97500000,0.98500000,0,0
90,"[4,8)",<-2,ask=1,0,0,0,0,,,,,,0,0
90,"[4,8)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
90,"[4,8)","[-2,0)","(0,0.90)",110,2,22,108,0.203703703703703703703703703703703703703703703703703703703704,0.138548069432086525329366075405636423668880846079868999473363,0.289213328936243566338654132288139901676166979306616617865567,0.84000000,0.85000000,0,0
90,"[4,8)","[-2,0)","[0.90,0.95)",82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453,0.91000000,0.92000000,0,0
90,"[4,8)","[-2,0)","[0.95,0.98)",88,0,2,88,0.0227272727272727272727272727272727272727272727272727272727273,0.0062549282638121637991775748022237803157946376342496560810702,0.0791254535526758462787402702947625522160157167078901488832658,0.95000000,0.96000000,0,0
90,"[4,8)","[-2,0)","[0.98,1)",88,0,2,88,0.0227272727272727272727272727272727272727272727272727272727273,0.0062549282638121637991775748022237803157946376342496560810702,0.0791254535526758462787402702947625522160157167078901488832658,0.98000000,0.99000000,0,0
90,"[4,8)","[-2,0)",ask=1,30,0,0,30,0,0,0.113513393173968749941088969242882139187892157115904711864309,0.99000000,1.00000000,0,30
90,"[4,8)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
90,"[4,8)","[0,2)","(0,0.90)",32,0,4,32,0.125,0.049701343874800734251915537179920360463557332137381733086422,0.280683054816502226300307650057195715244499069673680443074724,0.84500000,0.85500000,0,0
90,"[4,8)","[0,2)","[0.90,0.95)",53,0,3,53,0.0566037735849056603773584905660377358490566037735849056603774,0.0194366614849357599693697351562792812356582108936903374935183,0.153702083101808910387679508060726828441901171884348068894780,0.92000000,0.93000000,0,0
90,"[4,8)","[0,2)","[0.95,0.98)",129,0,4,129,0.0310077519379844961240310077519379844961240310077519379844961,0.0121230383133992093197906997048326780491924810064141663570060,0.0770167447469284541315223316818109061060767614264244373962650,0.95000000,0.96000000,0,0
90,"[4,8)","[0,2)","[0.98,1)",246,0,5,246,0.0203252032520325203252032520325203252032520325203252032520325,0.0087122034012985945808381474919918537893084204528315753179939,0.0466887652210782231428326114303578569170680409663646307490451,0.98000000,0.99000000,0,0
90,"[4,8)","[0,2)",ask=1,139,0,1,139,0.00719424460431654676258992805755395683453237410071942446043165,0.0012710917051593069924968373427928425895050175674164279798598,0.0396236097976220757537103421370628293364581358496499263536016,0.99000000,1.00000000,0,139
