t_sec,x_bin,y_bin,ask_band,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high,median_bid,median_ask,ask_eq_0_N,ask_eq_1_N
120,"[0,1)",>=2,"[0.95,0.98)",5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326,0.95000000,0.96000000,0,0
120,"[0,1)",>=2,"[0.98,1)",0,0,0,0,,,,,,0,0
120,"[0,1)",>=2,ask=1,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644,0.99000000,1.00000000,0,1
120,"[1,2)",<-2,ask=0,0,0,0,0,,,,,,0,0
120,"[1,2)",<-2,"(0,0.90)",73,0,43,73,0.589041095890410958904109589041095890410958904109589041095890,0.474492232441847540953862970531957144878085418240321102447048,0.694687272990693494578883916116019912865941454389174205650052,0.34000000,0.35000000,0,0
120,"[1,2)",<-2,"[0.90,0.95)",0,0,0,0,,,,,,0,0
120,"[1,2)",<-2,"[0.95,0.98)",0,0,0,0,,,,,,0,0
120,"[1,2)",<-2,"[0.98,1)",0,0,0,0,,,,,,0,0
120,"[1,2)",<-2,ask=1,0,0,0,0,,,,,,0,0
120,"[1,2)","[-2,0)",ask=0,0,0,0,0,,,,,,0,0
120,"[1,2)","[-2,0)","(0,0.90)",294,0,101,294,0.343537414965986394557823129251700680272108843537414965986395,0.291585551368796781979371477544376230458352539868313915657433,0.399525282011234295937267601706730602107073471553322835774079,0.64000000,0.65000000,0,0
120,"[1,2)","[-2,0)","[0.90,0.95)",11,0,2,11,0.181818181818181818181818181818181818181818181818181818181818,0.051367689746085094133963649924377303658571388552538605220008,0.476980561960844163535145158696847971365613942692265986609726,0.91000000,0.92000000,0,0
120,"[1,2)","[-2,0)","[0.95,0.98)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196,0.95000000,0.96000000,0,0
120,"[1,2)","[-2,0)","[0.98,1)",0,0,0,0,,,,,,0,0
120,"[1,2)","[-2,0)",ask=1,0,0,0,0,,,,,,0,0
120,"[1,2)","[0,2)",ask=0,0,0,0,0,,,,,,0,0
120,"[1,2)","[0,2)","(0,0.90)",281,2,64,279,0.229390681003584229390681003584229390681003584229390681003584,0.183929995794860724186911483979338420522927999773599220861160,0.282202018127024516974025566004620505567908799608451650392976,0.78000000,0.79000000,0,0
120,"[1,2)","[0,2)","[0.90,0.95)",75,0,7,75,0.0933333333333333333333333333333333333333333333333333333333333,0.0459485233906004111328505663040991384244568171803070000997048,0.180346868495415019882497544623268742300877237088986226560999,0.91000000,0.92000000,0,0
120,"[1,2)","[0,2)","[0.95,0.98)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985,0.95000000,0.96000000,0,0
120,"[1,2)","[0,2)","[0.98,1)",7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296,0.98000000,0.99000000,0,0
120,"[1,2)","[0,2)",ask=1,0,0,0,0,,,,,,0,0
120,"[1,2)",>=2,ask=0,0,0,0,0,,,,,,0,0
120,"[1,2)",>=2,"(0,0.90)",48,1,7,47,0.148936170212765957446808510638297872340425531914893617021277,0.074067199964317219646648378558558176316349762580697075030675,0.276856224235935504356006859323289965531006387997186095307755,0.81500000,0.82500000,0,0
