snapshot_ms,transaction_read_only,transaction_isolation,statement_timeout,calendar_markets,validated_market_rules,validated_official_rules,official_rule_versions,official_close_missing,official_close_invalid,exact_end_events,exact_end_missing_markets,exact_end_unique_markets,exact_end_conflicting_markets,comparable_markets,exact_price_matches,price_mismatches,maximum_absolute_price_error,maximum_absolute_error_bps
1789312332180,on,repeatable read,20s,2016,2016,2016,btc-5m-twap-60,0,0,1925,91,1925,0,1925,0,1925,0.000000000014051072,0.0000000000017806775095147519
