t_sec,period,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
60,pre,"[1,2)",>=2,84,0,5,84,0.0595238095238095238095238095238095238095238095238095238095238,0.0256905610914954394921163105709032688414098828754959966622439,0.131882628226181121603417229020766217945991307105874378535922
60,pre,"[2,4)",<-2,152,1,100,151,0.662251655629139072847682119205298013245033112582781456953642,0.583625171142198724618025508685583374838077276722057583223486,0.732827543610003596748983925213630662952289064407469377120438
60,pre,"[2,4)","[-2,0)",421,1,48,420,0.114285714285714285714285714285714285714285714285714285714286,0.0872912393132908684750175316897403589430323000125633112817542,0.148271980713591858709031318620139919019556019637395009435444
60,pre,"[2,4)","[0,2)",599,0,28,599,0.0467445742904841402337228714524207011686143572621035058430718,0.0325364413272099121892991709787079481723587408837799895459557,0.0667292245375079988377299192481988179967886824676424073837671
60,pre,"[2,4)",>=2,197,3,2,194,0.0103092783505154639175257731958762886597938144329896907216495,0.0028317438060594000286919299119314940970285987817700687226829,0.0368033198829974260695068935507734798209622655858045618078769
60,pre,"[4,8)",<-2,236,0,78,236,0.330508474576271186440677966101694915254237288135593220338983,0.273629390693028267549705588418648439035694109644360684451784,0.392816934336173070245735338063787058067650142462491528181976
60,pre,"[4,8)","[-2,0)",466,2,9,464,0.0193965517241379310344827586206896551724137931034482758620690,0.0102374847366195978129168746768513715183161645785310002618176,0.0364481144314206319056018669183275896077388173090812988747084
60,pre,"[4,8)","[0,2)",640,1,7,639,0.0109546165884194053208137715179968701095461658841940532081377,0.00531633871512824367249052315250506927820362729960625245442986,0.0224377187991843025591477358451336661380308186043079327924217
60,pre,"[4,8)",>=2,319,2,2,317,0.00630914826498422712933753943217665615141955835962145110410095,0.0017319045720536982230133023936665531037878466147704109055716,0.0227083870583256939561747794055112261585161654127543135395210
60,pre,"[8,infinity)",<-2,415,1,19,414,0.0458937198067632850241545893719806763285024154589371980676329,0.0295748458536520123463612879214774942503474256658856657576384,0.0705623184640929793003794524919823138408523466658877009651796
60,pre,"[8,infinity)","[-2,0)",411,7,2,404,0.00495049504950495049504950495049504950495049504950495049504950,0.00135865576008384245578315567918125576343021060552419368646858,0.0178680772046528083418497050428823518030897520729709376278057
60,pre,"[8,infinity)","[0,2)",526,2,0,524,0,0,0.00727767543928195870925854138202928716428814810042855712215576
60,pre,"[8,infinity)",>=2,569,3,0,566,0,0,0.00674127647476572165629308277808169445149850277553963685219350
60,post,"[0,1)",<-2,10,0,9,10,0.9,0.595849973204761543396891586370485542440983176531886498348583,0.982123786904927092982283671994878986780083332344698958229089
60,post,"[0,1)","[-2,0)",68,0,29,68,0.426470588235294117647058823529411764705882352941176470588235,0.315972431477330750139174063516050870345336377507264905178683,0.544832176834444328123976383627742629305764688212688893132439
