t_sec,utc_market_start_date,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
3,2026-08-28,269,0,1,269,0.00371747211895910780669144981412639405204460966542750929368030,0.0006565268013418777597175888450355577763818528553113743588091,0.0207531916701203839136418951377441313727539269211775642563801
3,2026-08-29,268,0,2,268,0.00746268656716417910447761194029850746268656716417910447761194,0.0020489291655564891138914319132317448668075798104358927612184,0.0267967769114783961434172074968789544851715447743182084767272
3,2026-08-30,275,0,2,275,0.00727272727272727272727272727272727272727272727272727272727273,0.0019967151432606753350538568482326173456246921669281213452233,0.0261248520507213617702049077632330412442540836770089409513569
3,2026-08-31,273,0,3,273,0.0109890109890109890109890109890109890109890109890109890109890,0.0037441604260291120594386739282100477541726379150893022949019,0.0318049183232931984564314241271113456623834573092173556542847
3,2026-09-01,272,0,4,272,0.0147058823529411764705882352941176470588235294117647058823529,0.0057333003876935111705381803763174019652697710030889987135298,0.0371951951014180675197518216250627173818273665334031578719602
3,2026-09-02,267,0,1,267,0.00374531835205992509363295880149812734082397003745318352059925,0.0006614468840196788871166181887068028768758682398058785016970,0.0209063693806289368240270682381076488683668258162094393071068
3,2026-09-03,275,0,2,275,0.00727272727272727272727272727272727272727272727272727272727273,0.0019967151432606753350538568482326173456246921669281213452233,0.0261248520507213617702049077632330412442540836770089409513569
3,2026-09-04,267,0,0,267,0,0,0.0141834224251365297919825067017338060980369785394569428488702
3,2026-09-05,279,0,2,279,0.00716845878136200716845878136200716845878136200716845878136201,0.0019680562353958329428998256230863419085078652413544628827612,0.0257558101786335797674159938841236228264598157524467927125164
3,2026-09-06,276,0,3,276,0.0108695652173913043478260869565217391304347826086956521739130,0.0037033885017201621574500565847392143370747956501719329912365,0.0314645914758283055831486348467693639288748604674724317544823
3,2026-09-07,274,0,5,274,0.0182481751824817518248175182481751824817518248175182481751825,0.0078190880590579600919747138434863981054910395948203494136677,0.0419987428702950087850060581460216906393992544377186143103025
3,2026-09-08,263,0,5,263,0.0190114068441064638783269961977186311787072243346007604562738,0.0081472001225001146295811034402261192461267272457104005296192,0.0437242702324681679146777055112237867169977668061965806595358
3,2026-09-09,245,0,4,245,0.0163265306122448979591836734693877551020408163265306122448980,0.0063669147497161295720665378947428807010971576966577823663530,0.0412194435557406739402214003891437005795208022955108350928226
3,2026-09-10,267,0,1,267,0.00374531835205992509363295880149812734082397003745318352059925,0.0006614468840196788871166181887068028768758682398058785016970,0.0209063693806289368240270682381076488683668258162094393071068
3,2026-09-11,277,0,3,277,0.0108303249097472924187725631768953068592057761732851985559567,0.0036899944738708117514823723857359837321681776887775747956942,0.0313527618984264035526075377348651521600358294234629406067558
3,2026-09-12,248,0,5,248,0.0201612903225806451612903225806451612903225806451612903225806,0.0086416978826586674420874756837459756645698862764380229382910,0.0463193037153703350646148954463141168796478039216783832626680
5,2026-08-16,255,0,6,255,0.0235294117647058823529411764705882352941176470588235294117647,0.0108273329999883719685348133863087767199015146824701836550446,0.0503740637656970471948064548603330183825987361695590398664686
5,2026-08-17,271,1,3,270,0.0111111111111111111111111111111111111111111111111111111111111,0.0037858400928526407459268576025879359390455705360565525776036,0.0321526874883129057318700697514861413442232985467838214233740
5,2026-08-18,259,0,3,259,0.0115830115830115830115830115830115830115830115830115830115830,0.0039469425318932670642577674462407846579322821152839127569969,0.0334956240436019526448665797778480144860717205261835045715497
5,2026-08-19,256,0,1,256,0.00390625,0.0006898821669617927774306763637961108447201356425499102738806,0.0217909753805825152602067872731744116137014195608384172407070
5,2026-08-20,269,4,5,265,0.0188679245283018867924528301886792452830188679245283018867925,0.0080855106514674315754717055700323424601609812869242032694360,0.0434000707815874763063194042601608471271147558617592139062872
5,2026-08-21,259,22,8,237,0.0337552742616033755274261603375527426160337552742616033755274,0.0172016994962613774790448939952917220193517454723187033557743,0.0651822011737060903221282077648958329914373200636626677519663
5,2026-08-22,272,0,6,272,0.0220588235294117647058823529411764705882352941176470588235294,0.0101480483937465061186083079439317424857401385196980066639408,0.0472815304970452001672833606937911023257949211753321475490420
5,2026-08-23,271,0,2,271,0.00738007380073800738007380073800738007380073800738007380073801,0.0020262210505267525832327253749298454732729039047352075448282,0.0265046230744488501857703012450574255596747050181751964817718
5,2026-08-24,269,0,3,269,0.0111524163568773234200743494423791821561338289962825278810409,0.0037999402948251689694947709053295252219031844336222800115969,0.0322703067388623771731776796095433521047736323499604572760239
5,2026-08-25,272,0,5,272,0.0183823529411764705882352941176470588235294117647058823529412,0.0078767645466331355156031963898633801599149623019834225974341,0.0423022726433185069724876389296881019194011363137777328018025
5,2026-08-26,276,0,3,276,0.0108695652173913043478260869565217391304347826086956521739130,0.0037033885017201621574500565847392143370747956501719329912365,0.0314645914758283055831486348467693639288748604674724317544823
5,2026-08-27,275,0,5,275,0.0181818181818181818181818181818181818181818181818181818181818,0.0077905654095691368016671795154683046764835596729762120039192,0.0418486054627749216222943430750792950516266823884382585074966
5,2026-08-28,270,0,3,270,0.0111111111111111111111111111111111111111111111111111111111111,0.0037858400928526407459268576025879359390455705360565525776036,0.0321526874883129057318700697514861413442232985467838214233740
5,2026-08-29,265,0,4,265,0.0150943396226415094339622641509433962264150943396226415094340,0.0058851406063575291152379852599673448826920861493267809481544,0.0381611120536232996126848195492861834464446371730718002838490
5,2026-08-30,277,0,3,277,0.0108303249097472924187725631768953068592057761732851985559567,0.0036899944738708117514823723857359837321681776887775747956942,0.0313527618984264035526075377348651521600358294234629406067558
5,2026-08-31,274,0,3,274,0.0109489051094890510948905109489051094890510948905109489051095,0.0037304703994537901903682579070456302803247724866440941729837,0.0316906609985257388211122227489701567788820411524484902134707
5,2026-09-01,270,0,5,270,0.0185185185185185185185185185185185185185185185185185185185185,0.0079352982543271782326189670948294586483978278878588368039334,0.0426102213331843448136961886326677386760336340876657739546052
5,2026-09-02,267,0,1,267,0.00374531835205992509363295880149812734082397003745318352059925,0.0006614468840196788871166181887068028768758682398058785016970,0.0209063693806289368240270682381076488683668258162094393071068
5,2026-09-03,274,0,4,274,0.0145985401459854014598540145985401459854014598540145985401460,0.0056913460552954761240785574920930133921864147955053900199244,0.0369281351083707728201520688306689245098621390403103840352878
5,2026-09-04,268,0,0,268,0,0,0.0141312470782020804884799824314760129785242628360382542870052
5,2026-09-05,279,0,2,279,0.00716845878136200716845878136200716845878136200716845878136201,0.0019680562353958329428998256230863419085078652413544628827612,0.0257558101786335797674159938841236228264598157524467927125164
5,2026-09-06,276,0,4,276,0.0144927536231884057971014492753623188405797101449275362318841,0.0056500012817968665514959320362936194637578646089754991798052,0.0366648825477697606873205468660926730372588310929826110122418
5,2026-09-07,273,0,6,273,0.0219780219780219780219780219780219780219780219780219780219780,0.0101107351050512153415073676380043092896853553922377004142142,0.0471113980543986837020959866407930078703189174674777966821818
5,2026-09-08,264,0,6,264,0.0227272727272727272727272727272727272727272727272727272727273,0.0104567711607012248096237930231226666360886347219441000255230,0.0486881382586398442975129749819580990211095303826336948915200
5,2026-09-09,241,0,7,241,0.0290456431535269709543568464730290456431535269709543568464730,0.0141395216552067093776094746998744852563031664524167498012208,0.0587299135565808615907860200490361016093783684260268976540402
5,2026-09-10,266,0,2,266,0.00751879699248120300751879699248120300751879699248120300751880,0.0020643528076100845231991906202245319245809300849912034039310,0.0269951507059128865286995286286803733333417967718900356548686
5,2026-09-11,277,0,4,277,0.0144404332129963898916967509025270758122743682310469314079422,0.0056295533432172072568891170590651639127427850971446179130387,0.0365346587016091798899750372672879931167881297116845283720501
5,2026-09-12,248,0,6,248,0.0241935483870967741935483870967741935483870967741935483870968,0.0111342203584944001638623749225633624835398390205838568772388,0.0517682854277864594646324132568239561737516521002374534732922
10,2026-08-16,253,0,10,253,0.0395256916996047430830039525691699604743083003952569169960474,0.0216088952329519037072347005122662454091600533858085737475181,0.0712166903643417866380294546517200231290925406688232689040615
10,2026-08-17,269,1,5,268,0.0186567164179104477611940298507462686567164179104477611940299,0.0079947084361926204828901839841731887545915798203577249379839,0.0429226861390914719276614408938895401575698373874701467263721
10,2026-08-18,259,0,6,259,0.0231660231660231660231660231660231660231660231660231660231660,0.0106594466446879294530979160302787631820551412482202019741929,0.0496105689448271664684582648564798668122886874175602410303565
10,2026-08-19,258,0,5,258,0.0193798449612403100775193798449612403100775193798449612403101,0.0083056222837788191943527295834624711574320936276316846178035,0.0445563610057833933398955092123586060894999284357052021316827
10,2026-08-20,266,4,10,262,0.0381679389312977099236641221374045801526717557251908396946565,0.0208619375917014626416526480201903620276256153227275985292455,0.0688210596595843622933379850900928075094784004965705399164681
10,2026-08-21,259,21,10,238,0.0420168067226890756302521008403361344537815126050420168067227,0.0229802418473381569437276565499534014609931035490147690460473,0.0756027676041994216544097304720791824652112474238766789914853
10,2026-08-22,268,0,7,268,0.0261194029850746268656716417910447761194029850746268656716418,0.0127086519002841435504296831604017095265940514374158396495389,0.0529232016738327536289505986962957057590222275191278789657573
10,2026-08-23,265,0,3,265,0.0113207547169811320754716981132075471698113207547169811320755,0.0038574073032750318802098856448271052961493442332326850353615,0.0327495165836317176938446141434867617748483652628810602529219
10,2026-08-24,270,0,14,270,0.0518518518518518518518518518518518518518518518518518518518519,0.0311350535007920099837151744696475134632521284493271150015769,0.0851419301152764076209320089382537240464110015432765611659861
10,2026-08-25,275,0,9,275,0.0327272727272727272727272727272727272727272727272727272727273,0.0173117041732649840886690314639604227379534803591987462545050,0.0610176049368951027602295017653630985077987166588522685433586
