t_sec,utc_market_start_date,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
90,2026-08-23,"[0,1)","[-2,0)",12,0,5,12,0.416666666666666666666666666666666666666666666666666666666667,0.193260313658756561338470235826644090814534224866690522231476,0.680488687450450247118785887654576483349027212096765487760760
90,2026-08-23,"[0,1)","[0,2)",16,0,2,16,0.125,0.034977487743240464595820130995911566783344997213098451135723,0.360228272657586898702022141740463334052293733870060846621065
90,2026-08-23,"[0,1)",>=2,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644
90,2026-08-23,"[1,2)",<-2,4,0,3,4,0.75,0.300641842582401915564942608623946450489900204040067862450985,0.954412739190299433578789096449818026280040862625305072823917
90,2026-08-23,"[1,2)","[-2,0)",18,0,12,18,0.666666666666666666666666666666666666666666666666666666666667,0.437494672959451059906484316895770255686321835811883397540107,0.837212252491663063326929261213116181914180694726950379544859
90,2026-08-23,"[1,2)","[0,2)",10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
90,2026-08-23,"[1,2)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
90,2026-08-23,"[2,4)",<-2,4,0,1,4,0.25,0.045587260809700566421210903550181973719959137374694927176083,0.699358157417598084435057391376053549510099795959932137549015
90,2026-08-23,"[2,4)","[-2,0)",17,0,5,17,0.294117647058823529411764705882352941176470588235294117647059,0.132799896102952285049064956509464144592802424013418243522553,0.531331100665398457668499584389616957227370705252891796631793
90,2026-08-23,"[2,4)","[0,2)",24,0,3,24,0.125,0.043443340801234421585843376147046323510350215714335399843820,0.310038812705000716954373364246318016516184192718740308075374
90,2026-08-23,"[2,4)",>=2,6,0,0,6,0,0,0.390334287902165324898707055142237608185625673736798285240772
90,2026-08-23,"[4,8)",<-2,6,0,1,6,0.166666666666666666666666666666666666666666666666666666666667,0.030053369748306669995961946390895487521438424174221601471187,0.563502822186470213269842757037262917935645358316977255355995
90,2026-08-23,"[4,8)","[-2,0)",14,0,3,14,0.214285714285714285714285714285714285714285714285714285714286,0.075713867126931825281250264689792498900596000422290639585996,0.475892305866002918432702153041222910105435401510432455143186
90,2026-08-23,"[4,8)","[0,2)",31,0,0,31,0,0,0.110255395460435947523151756013484623904252359343767063579533
90,2026-08-23,"[4,8)",>=2,24,0,0,24,0,0,0.137976204674980184720288987191152453368712544577434277225593
90,2026-08-23,"[8,infinity)",<-2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
90,2026-08-23,"[8,infinity)","[-2,0)",20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
90,2026-08-23,"[8,infinity)","[0,2)",16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717
90,2026-08-23,"[8,infinity)",>=2,28,0,0,28,0,0,0.120643304765845633983553520438697530858973767234507701423027
90,2026-08-24,"[0,1)",<-2,7,0,6,7,0.857142857142857142857142857142857142857142857142857142857143,0.486872170725681131474124029217012562390124409416087828555966,0.974320375655256439392871085115991195747668841580207081195256
90,2026-08-24,"[0,1)","[-2,0)",3,0,1,3,0.333333333333333333333333333333333333333333333333333333333333,0.061491944720396241873444442939187390780210775328990142673567,0.792340399197952247054735144859082924781055214487972948705729
90,2026-08-24,"[0,1)","[0,2)",6,0,1,6,0.166666666666666666666666666666666666666666666666666666666667,0.030053369748306669995961946390895487521438424174221601471187,0.563502822186470213269842757037262917935645358316977255355995
90,2026-08-24,"[0,1)",>=2,6,0,1,6,0.166666666666666666666666666666666666666666666666666666666667,0.030053369748306669995961946390895487521438424174221601471187,0.563502822186470213269842757037262917935645358316977255355995
90,2026-08-24,"[1,2)",<-2,3,0,2,3,0.666666666666666666666666666666666666666666666666666666666667,0.207659600802047752945264855140917075218944785512027051294273,0.938508055279603758126555557060812609219789224671009857326435
90,2026-08-24,"[1,2)","[-2,0)",4,0,1,4,0.25,0.045587260809700566421210903550181973719959137374694927176083,0.699358157417598084435057391376053549510099795959932137549015
