t_sec,utc_market_start_date,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
30,2026-08-23,"[2,4)","[-2,0)",14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069
30,2026-08-23,"[2,4)","[0,2)",29,0,0,29,0,0,0.116969798499740742321570618566042766673886847202390383923475
30,2026-08-23,"[2,4)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-23,"[4,8)",<-2,15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588
30,2026-08-23,"[4,8)","[-2,0)",17,0,0,17,0,0,0.184318135008851803742656742183482675848991885361038668946270
30,2026-08-23,"[4,8)","[0,2)",30,0,0,30,0,0,0.113513393173968749941088969242882139187892157115904711864309
30,2026-08-23,"[4,8)",>=2,8,0,0,8,0,0,0.324407564883880212890280277144521794238395570390205804016566
30,2026-08-23,"[8,infinity)",<-2,19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-08-23,"[8,infinity)","[-2,0)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-08-23,"[8,infinity)","[0,2)",20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
30,2026-08-23,"[8,infinity)",>=2,30,0,0,30,0,0,0.113513393173968749941088969242882139187892157115904711864309
30,2026-08-24,"[0,1)",<-2,5,0,4,5,0.8,0.375534629762525314372013921647583449989903515711330528044035,0.963775891367569828977116355437082786924683344958530986278769
30,2026-08-24,"[0,1)","[-2,0)",7,0,4,7,0.571428571428571428571428571428571428571428571428571428571429,0.250458364527657221784906094671053427049031992323202445361730,0.841780144748530292388492928195547324578526657876056536588518
30,2026-08-24,"[0,1)","[0,2)",1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644
30,2026-08-24,"[0,1)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-24,"[1,2)",<-2,2,0,1,2,0.5,0.094531205734230729793326600900495328768115141516490687279156,0.905468794265769270206673399099504671231884858483509312720844
30,2026-08-24,"[1,2)","[-2,0)",2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810
30,2026-08-24,"[1,2)","[0,2)",5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-24,"[1,2)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-24,"[2,4)",<-2,11,0,9,11,0.818181818181818181818181818181818181818181818181818181818182,0.523019438039155836464854841303152028634386057307734013390271,0.948632310253914905866036350075622696341428611447461394779989
30,2026-08-24,"[2,4)","[-2,0)",13,0,3,13,0.230769230769230769230769230769230769230769230769230769230769,0.081795287184985631736579088284239642563328711695549236007848,0.502563759467275029809877857607205785504602998313733786357190
30,2026-08-24,"[2,4)","[0,2)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-08-24,"[2,4)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-24,"[4,8)",<-2,17,0,4,17,0.235294117647058823529411764705882352941176470588235294117647,0.095550443220801159890200509891543120924949957353253344625109,0.472617981195649795032382471264418295700986923132002421287621
30,2026-08-24,"[4,8)","[-2,0)",20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
30,2026-08-24,"[4,8)","[0,2)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-08-24,"[4,8)",>=2,16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717
30,2026-08-24,"[8,infinity)",<-2,36,0,0,36,0,0,0.0964186285944636615382445947927992309228324969090787481472514
30,2026-08-24,"[8,infinity)","[-2,0)",34,0,0,34,0,0,0.101514554153323765588772493480518861287464008360250122371569
30,2026-08-24,"[8,infinity)","[0,2)",26,0,0,26,0,0,0.128728921859215295149407654933370962769244819176962274963284
30,2026-08-24,"[8,infinity)",>=2,40,0,0,40,0,0,0.0876216011972866346356086872023508038951983377213078295861324
30,2026-08-25,"[0,1)",<-2,3,0,3,3,1,0.438502968244954533215461236605189053316202030549110725862112,1
30,2026-08-25,"[0,1)","[-2,0)",4,0,3,4,0.75,0.300641842582401915564942608623946450489900204040067862450985,0.954412739190299433578789096449818026280040862625305072823917
30,2026-08-25,"[0,1)","[0,2)",5,0,2,5,0.4,0.117620774232647912731540971445135881574723095506224918639884,0.769275718723987039485415602859975372787081284270487909919182
30,2026-08-25,"[0,1)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-25,"[1,2)",<-2,5,0,5,5,1,0.565517535216825238915217128474443728190978101116435857204674,1
30,2026-08-25,"[1,2)","[-2,0)",5,0,1,5,0.2,0.036224108632430171022883644562917213075316655041469013721231,0.624465370237474685627986078352416550010096484288669471955965
30,2026-08-25,"[1,2)","[0,2)",2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810
30,2026-08-25,"[1,2)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-25,"[2,4)",<-2,5,0,2,5,0.4,0.117620774232647912731540971445135881574723095506224918639884,0.769275718723987039485415602859975372787081284270487909919182
30,2026-08-25,"[2,4)","[-2,0)",16,0,1,16,0.0625,0.011119344764642533342375492137967463627461582798491024199936,0.283287375702989390505107159387803254014116936798528156516316
30,2026-08-25,"[2,4)","[0,2)",15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588
30,2026-08-25,"[2,4)",>=2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
30,2026-08-25,"[4,8)",<-2,18,0,2,18,0.111111111111111111111111111111111111111111111111111111111111,0.031019522645612380930110888542323719415287261322063555502170,0.327997651301787998191924095870274592850206834087324297966242
30,2026-08-25,"[4,8)","[-2,0)",18,0,0,18,0,0,0.175879223646657630299759265673340687198492408383498668745102
30,2026-08-25,"[4,8)","[0,2)",13,0,0,13,0,1E-60,0.228095372354198371443420042369827223554730318588668470106495
30,2026-08-25,"[4,8)",>=2,17,0,0,17,0,0,0.184318135008851803742656742183482675848991885361038668946270
30,2026-08-25,"[8,infinity)",<-2,34,0,0,34,0,0,0.101514554153323765588772493480518861287464008360250122371569
30,2026-08-25,"[8,infinity)","[-2,0)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-08-25,"[8,infinity)","[0,2)",36,0,0,36,0,0,0.0964186285944636615382445947927992309228324969090787481472514
30,2026-08-25,"[8,infinity)",>=2,45,0,0,45,0,0,0.0786515987328883595248244515862390432601662136200408413169198
30,2026-08-26,"[0,1)",<-2,2,0,1,2,0.5,0.094531205734230729793326600900495328768115141516490687279156,0.905468794265769270206673399099504671231884858483509312720844
30,2026-08-26,"[0,1)","[-2,0)",7,0,4,7,0.571428571428571428571428571428571428571428571428571428571429,0.250458364527657221784906094671053427049031992323202445361730,0.841780144748530292388492928195547324578526657876056536588518
30,2026-08-26,"[0,1)","[0,2)",8,0,0,8,0,0,0.324407564883880212890280277144521794238395570390205804016566
30,2026-08-26,"[0,1)",>=2,6,0,0,6,0,0,0.390334287902165324898707055142237608185625673736798285240772
30,2026-08-26,"[1,2)",<-2,8,0,5,8,0.625,0.305742394602627319361520123108521776231413693739125031044205,0.863155714176402627415909807605347775208987413663323517951653
30,2026-08-26,"[1,2)","[-2,0)",4,0,2,4,0.5,0.150038989152149514156900362816506811250894777823785469987184,0.849961010847850485843099637183493188749105222176214530012816
30,2026-08-26,"[1,2)","[0,2)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-26,"[1,2)",>=2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
30,2026-08-26,"[2,4)",<-2,3,0,2,3,0.666666666666666666666666666666666666666666666666666666666667,0.207659600802047752945264855140917075218944785512027051294273,0.938508055279603758126555557060812609219789224671009857326435
30,2026-08-26,"[2,4)","[-2,0)",14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069
30,2026-08-26,"[2,4)","[0,2)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-08-26,"[2,4)",>=2,10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
30,2026-08-26,"[4,8)",<-2,11,0,0,11,0,0,0.258832966968031690622885270690496860752291234813264358589584
30,2026-08-26,"[4,8)","[-2,0)",24,0,0,24,0,0,0.137976204674980184720288987191152453368712544577434277225593
30,2026-08-26,"[4,8)","[0,2)",28,0,0,28,0,0,0.120643304765845633983553520438697530858973767234507701423027
30,2026-08-26,"[4,8)",>=2,14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069
30,2026-08-26,"[8,infinity)",<-2,19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-08-26,"[8,infinity)","[-2,0)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-08-26,"[8,infinity)","[0,2)",34,0,0,34,0,0,0.101514554153323765588772493480518861287464008360250122371569
30,2026-08-26,"[8,infinity)",>=2,27,0,0,27,0,1E-61,0.124555029741867063560897531223174706536906133650947916372170
30,2026-08-27,"[0,1)",<-2,4,0,4,4,1,0.510109163545402698287463410147528953539882133330745870549804,1
30,2026-08-27,"[0,1)","[-2,0)",11,0,5,11,0.454545454545454545454545454545454545454545454545454545454545,0.212712716224597650615783745391506803188695294069402798042938,0.719908462590677957622660370125811093243331181822712143647020
30,2026-08-27,"[0,1)","[0,2)",9,0,1,9,0.111111111111111111111111111111111111111111111111111111111111,0.019890887638544909123336039549747145430433888416815277180683,0.434999705576656016633305779504184793145793726478044666290525
30,2026-08-27,"[0,1)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-27,"[1,2)",<-2,3,0,1,3,0.333333333333333333333333333333333333333333333333333333333333,0.061491944720396241873444442939187390780210775328990142673567,0.792340399197952247054735144859082924781055214487972948705729
30,2026-08-27,"[1,2)","[-2,0)",7,0,1,7,0.142857142857142857142857142857142857142857142857142857142857,0.025679624344743560607128914884008804252331158419792918804746,0.513127829274318868525875970782987437609875590583912171444036
30,2026-08-27,"[1,2)","[0,2)",9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-27,"[1,2)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-27,"[2,4)",<-2,7,0,2,7,0.285714285714285714285714285714285714285714285714285714285714,0.082218924004056765947248749487853093510976457849667296896903,0.641065548167380691532554181912344651606347591552555757252367
30,2026-08-27,"[2,4)","[-2,0)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614
30,2026-08-27,"[2,4)","[0,2)",19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-08-27,"[2,4)",>=2,13,0,0,13,0,1E-60,0.228095372354198371443420042369827223554730318588668470106495
30,2026-08-27,"[4,8)",<-2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
30,2026-08-27,"[4,8)","[-2,0)",24,0,0,24,0,0,0.137976204674980184720288987191152453368712544577434277225593
30,2026-08-27,"[4,8)","[0,2)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-08-27,"[4,8)",>=2,10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
30,2026-08-27,"[8,infinity)",<-2,16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717
30,2026-08-27,"[8,infinity)","[-2,0)",27,0,0,27,0,1E-61,0.124555029741867063560897531223174706536906133650947916372170
30,2026-08-27,"[8,infinity)","[0,2)",25,0,0,25,0,0,0.133192250939048476302451276015897355794721028940851862306375
30,2026-08-27,"[8,infinity)",>=2,34,0,0,34,0,0,0.101514554153323765588772493480518861287464008360250122371569
30,2026-08-28,"[0,1)",<-2,1,0,1,1,1,0.206549314377237427355313009340764864545094252061342744002356,1
30,2026-08-28,"[0,1)","[-2,0)",6,0,1,6,0.166666666666666666666666666666666666666666666666666666666667,0.030053369748306669995961946390895487521438424174221601471187,0.563502822186470213269842757037262917935645358316977255355995
30,2026-08-28,"[0,1)","[0,2)",9,0,1,9,0.111111111111111111111111111111111111111111111111111111111111,0.019890887638544909123336039549747145430433888416815277180683,0.434999705576656016633305779504184793145793726478044666290525
30,2026-08-28,"[0,1)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-28,"[1,2)",<-2,1,0,1,1,1,0.206549314377237427355313009340764864545094252061342744002356,1
30,2026-08-28,"[1,2)","[-2,0)",12,0,2,12,0.166666666666666666666666666666666666666666666666666666666667,0.046965142183853845227742667144839337615029682787675658461465,0.448030862252973388601281826780042959039216065066148381507477
30,2026-08-28,"[1,2)","[0,2)",13,0,0,13,0,1E-60,0.228095372354198371443420042369827223554730318588668470106495
30,2026-08-28,"[1,2)",>=2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-28,"[2,4)",<-2,10,0,7,10,0.7,0.396778147461145352105624146696602577195570769557490247791779,0.892208732593698966083963482486079687414962484880802480497057
30,2026-08-28,"[2,4)","[-2,0)",18,0,0,18,0,0,0.175879223646657630299759265673340687198492408383498668745102
30,2026-08-28,"[2,4)","[0,2)",9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-28,"[2,4)",>=2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
30,2026-08-28,"[4,8)",<-2,10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
30,2026-08-28,"[4,8)","[-2,0)",9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-28,"[4,8)","[0,2)",31,0,0,31,0,0,0.110255395460435947523151756013484623904252359343767063579533
30,2026-08-28,"[4,8)",>=2,14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069
30,2026-08-28,"[8,infinity)",<-2,32,0,0,32,0,0,0.107179198255070614069630916316154767610741869081416234881527
30,2026-08-28,"[8,infinity)","[-2,0)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614
30,2026-08-28,"[8,infinity)","[0,2)",29,0,0,29,0,0,0.116969798499740742321570618566042766673886847202390383923475
30,2026-08-28,"[8,infinity)",>=2,34,0,0,34,0,0,0.101514554153323765588772493480518861287464008360250122371569
30,2026-08-29,"[0,1)",<-2,2,0,2,2,1,0.342380227506653091933786828977194132238321530410169611162190,1
30,2026-08-29,"[0,1)","[-2,0)",16,0,6,16,0.375,0.184812325588636338717151440003495893824868698406163227915553,0.613589594544972782382129317575295739787010878621556538003377
30,2026-08-29,"[0,1)","[0,2)",24,0,1,24,0.0416666666666666666666666666666666666666666666666666666666667,0.0073934561655057863804228563948425017522169721780705972927653,0.202418064786559382946508715197047247169102860351244156830695
30,2026-08-29,"[0,1)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-08-29,"[1,2)",<-2,2,0,2,2,1,0.342380227506653091933786828977194132238321530410169611162190,1
30,2026-08-29,"[1,2)","[-2,0)",14,0,0,14,0,1E-60,0.215310802737635801499416731029276965760554953382265415776069
30,2026-08-29,"[1,2)","[0,2)",25,0,0,25,0,0,0.133192250939048476302451276015897355794721028940851862306375
30,2026-08-29,"[1,2)",>=2,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810
30,2026-08-29,"[2,4)",<-2,2,0,1,2,0.5,0.094531205734230729793326600900495328768115141516490687279156,0.905468794265769270206673399099504671231884858483509312720844
30,2026-08-29,"[2,4)","[-2,0)",32,0,0,32,0,0,0.107179198255070614069630916316154767610741869081416234881527
30,2026-08-29,"[2,4)","[0,2)",41,0,0,41,0,0,0.0856675701844318594351844311280687423499582709533817091149619
30,2026-08-29,"[2,4)",>=2,6,0,0,6,0,0,0.390334287902165324898707055142237608185625673736798285240772
30,2026-08-29,"[4,8)",<-2,4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-29,"[4,8)","[-2,0)",25,0,0,25,0,0,0.133192250939048476302451276015897355794721028940851862306375
30,2026-08-29,"[4,8)","[0,2)",37,0,0,37,0,0,0.0940578258372024807966737008331431353361241242445789105818134
30,2026-08-29,"[4,8)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-29,"[8,infinity)",<-2,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644
30,2026-08-29,"[8,infinity)","[-2,0)",8,0,0,8,0,0,0.324407564883880212890280277144521794238395570390205804016566
30,2026-08-29,"[8,infinity)","[0,2)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-08-29,"[8,infinity)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-08-30,"[0,1)",<-2,2,0,2,2,1,0.342380227506653091933786828977194132238321530410169611162190,1
30,2026-08-30,"[0,1)","[-2,0)",20,0,7,20,0.35,0.181191824101082064357007912732975927348754595617737553450055,0.567145723314763742042302310104633723044587152393390829040963
30,2026-08-30,"[0,1)","[0,2)",20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
30,2026-08-30,"[0,1)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-08-30,"[1,2)",<-2,5,0,3,5,0.6,0.230724281276012960514584397140024627212918715729512090080818,0.882379225767352087268459028554864118425276904493775081360116
30,2026-08-30,"[1,2)","[-2,0)",9,0,2,9,0.222222222222222222222222222222222222222222222222222222222222,0.063225107117846725567422770990290510071971551480097975452854,0.547411030893011078544464242619660874625333887730516269883724
30,2026-08-30,"[1,2)","[0,2)",19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-08-30,"[1,2)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-08-30,"[2,4)",<-2,5,0,2,5,0.4,0.117620774232647912731540971445135881574723095506224918639884,0.769275718723987039485415602859975372787081284270487909919182
30,2026-08-30,"[2,4)","[-2,0)",23,0,0,23,0,0,0.143116618450426838883472276642405084339263420435897481157223
30,2026-08-30,"[2,4)","[0,2)",37,0,0,37,0,0,0.0940578258372024807966737008331431353361241242445789105818134
30,2026-08-30,"[2,4)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-08-30,"[4,8)",<-2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-30,"[4,8)","[-2,0)",24,0,0,24,0,0,0.137976204674980184720288987191152453368712544577434277225593
30,2026-08-30,"[4,8)","[0,2)",32,0,0,32,0,0,0.107179198255070614069630916316154767610741869081416234881527
30,2026-08-30,"[4,8)",>=2,8,0,0,8,0,0,0.324407564883880212890280277144521794238395570390205804016566
30,2026-08-30,"[8,infinity)",<-2,12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-08-30,"[8,infinity)","[-2,0)",12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-08-30,"[8,infinity)","[0,2)",17,0,0,17,0,0,0.184318135008851803742656742183482675848991885361038668946270
30,2026-08-30,"[8,infinity)",>=2,10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
30,2026-08-31,"[0,1)",<-2,3,0,3,3,1,0.438502968244954533215461236605189053316202030549110725862112,1
30,2026-08-31,"[0,1)","[-2,0)",6,0,3,6,0.5,0.187616306482650520497838086822922679765759317889977245350468,0.812383693517349479502161913177077320234240682110022754649532
30,2026-08-31,"[0,1)","[0,2)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
30,2026-08-31,"[0,1)",>=2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-31,"[1,2)",<-2,3,0,3,3,1,0.438502968244954533215461236605189053316202030549110725862112,1
30,2026-08-31,"[1,2)","[-2,0)",10,0,2,10,0.2,0.056682151454375262761345565444990352367463172866835521618743,0.509837528463358259954272990780986250716736945475725385948003
30,2026-08-31,"[1,2)","[0,2)",9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-08-31,"[1,2)",>=2,5,0,0,5,0,0,0.434482464783174761084782871525556271809021898883564142795326
30,2026-08-31,"[2,4)",<-2,7,0,1,7,0.142857142857142857142857142857142857142857142857142857142857,0.025679624344743560607128914884008804252331158419792918804746,0.513127829274318868525875970782987437609875590583912171444036
30,2026-08-31,"[2,4)","[-2,0)",20,0,1,20,0.05,0.008881448800795391602879473430907108230127032845046417582298,0.236131193446742027595051195081921842949898211188338729890754
30,2026-08-31,"[2,4)","[0,2)",20,0,0,20,0,0,0.161125158052819354664367409458698834644472493370427941636724
30,2026-08-31,"[2,4)",>=2,10,0,0,10,0,0,0.277532799862889204526030927043294338473666863904268179277910
30,2026-08-31,"[4,8)",<-2,8,0,1,8,0.125,0.022417491450056672799680864765156704300662439077102905272333,0.470888182212853486868029343093234641378134238715551447740093
30,2026-08-31,"[4,8)","[-2,0)",15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588
30,2026-08-31,"[4,8)","[0,2)",23,0,0,23,0,0,0.143116618450426838883472276642405084339263420435897481157223
30,2026-08-31,"[4,8)",>=2,13,0,0,13,0,1E-60,0.228095372354198371443420042369827223554730318588668470106495
30,2026-08-31,"[8,infinity)",<-2,28,0,0,28,0,0,0.120643304765845633983553520438697530858973767234507701423027
30,2026-08-31,"[8,infinity)","[-2,0)",19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-08-31,"[8,infinity)","[0,2)",33,0,0,33,0,0,0.104269997542452055904110156546589646564609266108543906361983
30,2026-08-31,"[8,infinity)",>=2,30,0,0,30,0,0,0.113513393173968749941088969242882139187892157115904711864309
30,2026-09-01,"[0,1)",<-2,5,0,5,5,1,0.565517535216825238915217128474443728190978101116435857204674,1
30,2026-09-01,"[0,1)","[-2,0)",8,0,4,8,0.5,0.215216062213877565705923948256803315914944444494181065997357,0.784783937786122434294076051743196684085055555505818934002643
30,2026-09-01,"[0,1)","[0,2)",9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-09-01,"[0,1)",>=2,2,0,0,2,0,0,0.657619772493346908066213171022805867761678469589830388837810
30,2026-09-01,"[1,2)",<-2,4,0,3,4,0.75,0.300641842582401915564942608623946450489900204040067862450985,0.954412739190299433578789096449818026280040862625305072823917
30,2026-09-01,"[1,2)","[-2,0)",9,0,2,9,0.222222222222222222222222222222222222222222222222222222222222,0.063225107117846725567422770990290510071971551480097975452854,0.547411030893011078544464242619660874625333887730516269883724
30,2026-09-01,"[1,2)","[0,2)",6,0,0,6,0,0,0.390334287902165324898707055142237608185625673736798285240772
30,2026-09-01,"[1,2)",>=2,8,0,1,8,0.125,0.022417491450056672799680864765156704300662439077102905272333,0.470888182212853486868029343093234641378134238715551447740093
30,2026-09-01,"[2,4)",<-2,4,0,1,4,0.25,0.045587260809700566421210903550181973719959137374694927176083,0.699358157417598084435057391376053549510099795959932137549015
30,2026-09-01,"[2,4)","[-2,0)",13,0,1,13,0.0769230769230769230769230769230769230769230769230769230769231,0.013710421242556579808253714622779269798387965952631085614768,0.333139509210995888336178628920920688594076149776242235244574
30,2026-09-01,"[2,4)","[0,2)",16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717
30,2026-09-01,"[2,4)",>=2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-09-01,"[4,8)",<-2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-09-01,"[4,8)","[-2,0)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614
30,2026-09-01,"[4,8)","[0,2)",27,0,0,27,0,1E-61,0.124555029741867063560897531223174706536906133650947916372170
30,2026-09-01,"[4,8)",>=2,18,0,0,18,0,0,0.175879223646657630299759265673340687198492408383498668745102
30,2026-09-01,"[8,infinity)",<-2,19,0,0,19,0,0,0.168179224052616251649710921498033188457137988100478093057389
30,2026-09-01,"[8,infinity)","[-2,0)",31,0,0,31,0,0,0.110255395460435947523151756013484623904252359343767063579533
30,2026-09-01,"[8,infinity)","[0,2)",25,0,0,25,0,0,0.133192250939048476302451276015897355794721028940851862306375
30,2026-09-01,"[8,infinity)",>=2,25,0,0,25,0,0,0.133192250939048476302451276015897355794721028940851862306375
30,2026-09-02,"[0,1)",<-2,2,0,2,2,1,0.342380227506653091933786828977194132238321530410169611162190,1
30,2026-09-02,"[0,1)","[-2,0)",6,0,3,6,0.5,0.187616306482650520497838086822922679765759317889977245350468,0.812383693517349479502161913177077320234240682110022754649532
30,2026-09-02,"[0,1)","[0,2)",8,0,0,8,0,0,0.324407564883880212890280277144521794238395570390205804016566
30,2026-09-02,"[0,1)",>=2,3,0,0,3,0,0,0.561497031755045466784538763394810946683797969450889274137888
30,2026-09-02,"[1,2)",<-2,4,0,4,4,1,0.510109163545402698287463410147528953539882133330745870549804,1
30,2026-09-02,"[1,2)","[-2,0)",7,0,2,7,0.285714285714285714285714285714285714285714285714285714285714,0.082218924004056765947248749487853093510976457849667296896903,0.641065548167380691532554181912344651606347591552555757252367
30,2026-09-02,"[1,2)","[0,2)",6,0,0,6,0,0,0.390334287902165324898707055142237608185625673736798285240772
30,2026-09-02,"[1,2)",>=2,7,0,0,7,0,0,0.354330435066687400786206839933794738607089448605187126348296
30,2026-09-02,"[2,4)",<-2,9,0,4,9,0.444444444444444444444444444444444444444444444444444444444444,0.188778521097664603881993396599235158965601761006227848652283,0.733348706504506956940384006122755117973859326835895000415031
30,2026-09-02,"[2,4)","[-2,0)",13,0,0,13,0,1E-60,0.228095372354198371443420042369827223554730318588668470106495
30,2026-09-02,"[2,4)","[0,2)",16,0,0,16,0,0,0.193607680534436484397123030315166534447518308110879063675717
30,2026-09-02,"[2,4)",>=2,9,0,0,9,0,0,0.299145048419544047401396624497912492455149790579105641605840
30,2026-09-02,"[4,8)",<-2,11,0,0,11,0,0,0.258832966968031690622885270690496860752291234813264358589584
30,2026-09-02,"[4,8)","[-2,0)",22,0,0,22,0,0,0.148654874608620875261529651123205956231015521669584153863614
30,2026-09-02,"[4,8)","[0,2)",28,0,0,28,0,0,0.120643304765845633983553520438697530858973767234507701423027
30,2026-09-02,"[4,8)",>=2,12,0,0,12,0,0,0.242494006655240850743536740887323444981368621780736059953412
30,2026-09-02,"[8,infinity)",<-2,15,0,0,15,0,0,0.203883301035848588906113525033002846962414143120117784623588
30,2026-09-02,"[8,infinity)","[-2,0)",21,0,0,21,0,0,0.154639018924846951507636945003626730599908470059449552977985
30,2026-09-02,"[8,infinity)","[0,2)",33,0,0,33,0,0,0.104269997542452055904110156546589646564609266108543906361983
30,2026-09-02,"[8,infinity)",>=2,31,0,0,31,0,0,0.110255395460435947523151756013484623904252359343767063579533
30,2026-09-03,"[0,1)",<-2,2,0,2,2,1,0.342380227506653091933786828977194132238321530410169611162190,1
30,2026-09-03,"[0,1)","[-2,0)",9,0,6,9,0.666666666666666666666666666666666666666666666666666666666667,0.354202135580396271034535676092598602064228829333691743187467,0.879416181613089046498332115741430567117387907139939709610587
30,2026-09-03,"[0,1)","[0,2)",14,0,1,14,0.0714285714285714285714285714285714285714285714285714285714286,0.012722215247890934509444161201882906109675297161938508881200,0.314687044241511181061484465394640207399371805737146133212574
30,2026-09-03,"[0,1)",>=2,1,0,0,1,0,0,0.793450685622762572644686990659235135454905747938657255997644
30,2026-09-03,"[1,2)",<-2,1,0,1,1,1,0.206549314377237427355313009340764864545094252061342744002356,1
30,2026-09-03,"[1,2)","[-2,0)",4,0,0,4,0,0,0.489890836454597301712536589852471046460117866669254129450196
